Height,Chest,Waist,Hips,Skin,Eyes,Suit,Shoes,
168,88,75,91,白色,黑色,46,37,
170,85,62,90,黄色,黑色,,37,
174,85,61,86,黄色,黑色,44,36,
170,83,60,85,黄色,黑色,,37,
170,82,63,88,黄色,黑色,,38,
168,86,64,87,黄色,黑色,,38,
172,85,64,88,黄色,黑色,41,38,
175,88,66,90,黄色,黑色,,39,
175,84,76,92,黄色,黑色,,38,
175,83,63,84,黄色,黑色,,38,
170,80,60,82,黄色,黑色,,38,
175,88,60,90,黄色,黑色,89,37,
171,90,67,90,黄色,黑色,,38,
172,85,58,88,黄色,黑色,37,38,
170,80,61,88,黄色,黑色,,37,
177,84,62,90,黄色,黑色,,38,
173,95,59,88,黄色,黑色,,37,
170,82,64,84,黄色,黑色,36,38,
185,93,76,94,黄色,黑色,,43,
175,84,60,89,黄色,黑色,41,39,
163,81,60,85,黄色,黑色,,36,
163,82,61,84,黄色,黑色,37,36,
178,85,60,89,黄色,黑色,,38,
179,90,60,90,黄色,黑色,41,39,
178,86,60,90,黄色,黑色,,39,
174,85,61,86,黄色,黑色,,38,
171,80,60,86,黄色,黑色,37,37,
170,86,62,92,黄色,黑色,,37,
188,108,90,109,黄色,黑色,,44,
174,85,63,90,黄色,黑色,,39,
172,84,62,90,黄色,黑色,,39,
174,84,61,88,黄色,黑色,,36,
167,85,80,95,黄色,黑色,,38,
185,98,76,90,黄色,黑色,,42,
165,91,60,89,黄色,黑色,,38,
170,84,61,86,黄色,黑色,,38,
190,110,90,120,黄色,黑色,,45,
171,85,63,87,黄色,黑色,,38,
171,89,64,92,黄色,黑色,,38,
169,85,63,88,黄色,黑色,,36,
170,84,63,65,黄色,黑色,,38,
165,82,59,87,黄色,黑色,,36,
175,83,60,90,黄色,黑色,,39,
168,82,60,87,黄色,黑色,,37,
175,84,62,90,黄色,黑色,,38,
175,88,61,90,黄色,黑色,,37,
176,86,62,90,黄色,黑色,38,39,
175,84,63,89,黄色,黑色,,39,
70,36,20,40,黄色,黑色,20,10,
176,87,64,98,黄色,黑色,,38,
173,84,59,89,黄色,黑色,,37,
167,84,64,88,黄色,黑色,,38,
175,85,65,90,黄色,黑色,,39,
175,89,61,88,黄色,黑色,,36,
166,78,62,89,黄色,褐色,40,37,
180,93,78,93,黑色,黑色,46,42,
170,82,60,88,黄色,黑色,,37,
168,83,58,84,黄色,黑色,,38,
175,88,68,92,黄色,黑色,,37,
175,84,59,89,黄色,黑色,,38,
173,85,59,88,黄色,黑色,,38,
175,75,65,88,黄色,黑色,,38,
175,80,56,85,黄色,黑色,,38,
170,86,65,91,黄色,黑色,,38,
173,86,65,90,黄色,黑色,,37,
170,82,60,87,黄色,黑色,,38,
172,84,58,86,黄色,黑色,,38,
179,88,60,90,黄色,黑色,39,39,
177,85,62,90,黄色,黑色,40,39,
174,85,60,90,黄色,黑色,,39,
170,84,62,88,黄色,黑色,,38,
178,86,62,88,黄色,黑色,,39,
173,86,60,90,黄色,黑色,,39,
179,85,60,88,黄色,黑色,,39,
175,88,64,90,黄色,黑色,,39,
177,84,62,90,黄色,黑色,,39,
177,85,62,88,黄色,黑色,,39,
175,86,65,89,黄色,黑色,41,39,
186,98,77,96,黄色,黑色,,43,
175,88,63,90,黄色,黑色,,38,
175,85,60,91,黄色,黑色,,39,
173,88,65,90,黄色,黑色,,39,
185,100,78,95,黄色,黑色,,43,
176,85,61,90,黄色,黑色,,39,
178,86,61,89,黄色,黑色,,40,
175,86,64,90,黄色,黑色,,39,
170,82,60,88,黄色,黑色,,38,
177,83,62,90,黄色,黑色,,39,
177,84,62,90,黄色,黑色,40,39,
178,86,60,89,黄色,黑色,42,39,
172,82,58,87,黄色,黑色,,37,
179,85,60,90,黄色,黑色,,39,
178,86,60,89,黄色,黑色,,39,
175,89,60,90,黄色,黑色,,39,
170,83,60,87,黄色,黑色,,38,
179,85,62,90,黄色,黑色,,39,
175,85,59,88,黄色,黑色,38,37,
177,88,61,91,黄色,黑色,,39,
176,86,62,90,黄色,黑色,,39,
177,86,62,89,黄色,黑色,,39,
174,83,62,86,黄色,黑色,,38,
179,88,60,90,黄色,黑色,43,39,
172,84,59,88,黄色,黑色,,37,
181,95,76,96,黄色,黑色,48,44,
172,88,62,86,黄色,黑色,,38,
175,84,63,88,黄色,黑色,,39,
175,85,60,91,黄色,黑色,,39,
171,83,61,88,黄色,黑色,,38,
175,83,68,91,黄色,黑色,,39,
176,85,62,90,黄色,黑色,,39,
175,85,63,90,黄色,黑色,,38,
175,85,62,88,黄色,黑色,,38,
174,86,63,90,黄色,黑色,,38,
175,86,62,90,黄色,黑色,,38,
174,86,61,88,黄色,黑色,47,39,
177,84,60,92,黄色,黑色,,38,
175,85,63,92,黄色,黑色,,37,
175,85,60,90,黄色,黑色,,37,
162,80,67,84,黄色,黑色,,37,
178,77,69,90,黄色,棕色,45,40,
175,86,59,86,黄色,黑色,,38,
173,86,62,92,黄色,黑色,,37,
174,80,61,88,黄色,黑色,,39,
162,92,60,88,黄色,黑色,,36,
174,85,64,90,黄色,深啡,38,38,
171,87,63,89,黄色,黑色,,38,
185,101,79,96,黄色,黑色,,44,
172,85,63,90,黄色,黑色,,39,
172,85,64,89,黄色,黑色,,38,
174,83,60,88,黄色,黑色,,37,
175,90,67,93,黄色,黑色,,38,
175,88,60,90,黄色,黑色,,38,
175,87,63,89,黄色,黑色,,38,
173,85,58,86,黄色,黑色,,37,
177,86,59,89,黄色,黑色,,38,
176,84,60,88,黄色,黑色,,39,
175,85,60,89,黄色,黑色,,38,
175,85,58,88,黄色,黑色,,38,
176,86,63,90,黄色,黑色,,39,
175,88,64,89,黄色,黑色,,38,
175,87,62,89,黄色,黑色,,39,
175,88,63,89,黄色,黑色,,36,
176,88,62,89,黄色,黑色,,39,
181,96,76,99,黄色,黑色,,41,
185,94,75,93,黄色,黑色,45,42,
177,88,64,90,黄色,黑色,39,39,
171,83,61,85,黄色,黑色,,38,
170,82,60,87,黄色,黑色,,39,
176,86,63,88,黄色,黑色,,38,
171,83,60,85,黄色,黑色,,37,
163,80,58,81,黄色,黑色,,35,
166,85,59,87,黄色,黑色,,38,
185,98,72,92,黄色,黑色,52,42,
170,83,60,90,黄色,黑色,42,37,
137,66,61,71,白色,浅啡,40,35,
176,86,59,89,黄色,黑色,,38,
165,86,65,86,黄色,黑色,,36,
179,83,60,88,黄色,黑色,42,40,
175,84,61,89,黄色,黑色,,15910796695,
175,86,69,90,黄色,黑色,,38,
176,82,56,84,黄色,黑色,41,38,
177,84,59,89,黄色,黑色,42,38,
190,100,74,96,黄色,黑色,,44,
188,99,78,95,黄色,黑色,,44,
187,100,78,96,黄色,黑色,50,43,
188,103,76,97,黄色,黑色,53,43,
187,98,77,95,黄色,黑色,50,43,
178,85,59,88,黄色,黑色,,39,
177,85,60,86,黄色,黑色,,38,
173,84,62,90,黄色,黑色,,37,
172,84,58,86,黄色,黑色,,36,
175,85,61,87,黄色,黑色,,38,
173,85,62,88,黄色,黑色,,38,
170,84,65,90,黄色,黑色,,37,
173,83,61,89,黄色,黑色,,37,
175,86,62,89,黄色,黑色,40,40,
173,84,64,88,黄色,黑色,,38,
177,86,60,88,黄色,黑色,,38,
112,56,54,60,黄色,黑色,,28,
175,86,58,90,黄色,黑色,40,38,
167,84,62,89,黄色,黑色,,37,
168,86,64,90,黄色,黑色,,37,
175,83,62,90,黄色,黑色,,38,
173,83,65,89,黄色,黑色,,39,
176,86,58,84,黄色,黑色,36,37,
168,83,60,88,黄色,黑色,,37,
175,85,60,88,黄色,黑色,,39,
176,89,66,90,黄色,黑色,,39,
175,86,63,92,黄色,黑色,42,38,
165,82,60,84,黄色,黑色,43.8,37,
188,98,84,93,黄色,黑色,45,44,
185,100,75,93,黄色,黑色,50,41,
175,86,57,85,黄色,黑色,,38,
180,95,78,90,黄色,黑色,,43,
170,86,62,88,黄色,黑色,,37,
185,98,75,95,黄色,黑色,,43,
173,86,60,90,黄色,黑色,,37,
170,86,60,88,黄色,黑色,,37,
170,85,63,86,黄色,黑色,,38,
172,86,60,89,黄色,黑色,,37,
135,50,35,45,黄色,黑色,35,33,
175,88,60,89,黄色,黑色,41,39,
168,86,62,88,黄色,黑色,,37,
162,77,62,80,黄色,黑色,35,36,
165,85,57,86,黄色,黑色,41,36,
165,78,62,83,黄色,黑色,,35,
179,85,60,90,黄色,黑色,,38,
179,85,62,89,黄色,黑色,43,40,
66,50,50,50,黄色,黑色,50,12,
178,85,60,90,黄色,黑色,,39,
176,84,62,90,黄色,黑色,,39,
175,85,60,88,黄色,黑色,,36,
105,20,19,23,黄色,黑色,23,20,
170,84,62,89,黄色,黑色,38,39,
179,87,60,89,黄色,黑色,39,39,
176,85,60,88,黄色,黑色,,38,
173,90,62,90,黄色,黑色,,38,
175,85,60,87,黄色,黑色,,39,
190,103,77,98,黄色,黑色,,45,
175,85,62,89,黄色,黑色,,38,
175,86,60,88,黄色,黑色,39,37,
178,86,63,93,黄色,黑色,,40,
175,86,62,89,黄色,黑色,,39,
176,86,60,90,黄色,黑色,,38,
175,85,62,91,黄色,黑色,38,38,
178,88,62,89,黄色,黑色,,39,
178,85,63,88,黄色,黑色,42,38,
171,76,66,88,黄色,黑色,40,37,
167,85,62,90,黄色,深啡,37,37,
173,88,65,90,黄色,黑色,,39,
175,86,62,90,黄色,黑色,40,39,
172,85,62,90,黄色,黑色,,37,
172,83,69,93,黄色,黑色,36,38,
175,88,87,62,黄色,棕色,70,37,
175,79,66,80,黄色,褐色,39,39,
187,102,80,99,黄色,黑色,,43,
162,65,78,82,黄色,黑色,90,36,
173,83,60,89,黄色,黑色,,39,
168,79,65,87,黄色,黑色,36,38,
170,88,63,90,白色,黑色,41,37,
173,85,63,88,白色,黑色,39,38,
168,88,62,90,黄色,黑色,40,37,
175,84,61,90,黄色,黑色,,38,
170,88,60,90,黄色,黑色,,37,
175,86,62,90,黄色,黑色,,39,
175,85,61,90,黄色,黑色,40,39,
175,87,62,90,黄色,黑色,,38,
175,85,61,91,黄色,黑色,,37,
175,86,62,90,黄色,黑色,,39,
176,85,61,91,黄色,黑色,,39,
166,80,60,80,黄色,黑色,35,36,
170,85,60,90,黄色,黑色,35,36,
173,86,61,87,黄色,黑色,38,39,
173,82,61,85,黄色,黑色,38,39,
168,82,65,90,黄色,黑色,35,36,
165,80,60,81,黄色,黑色,35,35,
168,85,60,90,黄色,黑色,37,36,
173,86,81,84,黄色,黑色,38,38,
163,82,61,86,黄色,黑色,37,38,
168,84,70,90,黄色,黑色,37,38,
173,90,62,89,黄色,黑色,38,37,
170,84,61,86,黄色,黑色,38,38,
174,86,61,90,黄色,黑色,38,37,
167,77,60,82,黄色,黑色,36,38,
170,84,60,89,黄色,黑色,,38,
175,85,60,90,黄色,黑色,,38,
175,84,63,92,黄色,黑色,,38,
172,86,62,88,黄色,黑色,,39,
168,83,60,87,黄色,黑色,,37,
175,85,63,90,黄色,黑色,,39,
165,86,65,89,黄色,黑色,37,37,
169,78,60,80,黄色,黑色,37,36,
168,77,62,82,黄色,黑色,40,37,
175,92,80,96,黄色,黑色,44,43,
190,100,76,94,黄色,黑色,52,44,
176,78,62,90,黄色,黑色,38,39,
110,47,45,45,黄色,黑色,30,28-30,
175,86,60,89,黄色,褐色,,39,
176,93,85,92,黄色,黑色,45,42,
176,88,78,88,黄色,黑色,,40,
167,84,60,85,黄色,黑色,34,36,
184,93,82,96,黄色,黑色,40,44,
178,87,70,87,黄色,黑色,,41,
187,102,74,95,黄色,黑色,54,43,
186,100,80,96,黄色,黑色,,43,
174,88,62,88,黄色,黑色,40,37,
177,86,60,90,黄色,黑色,,39,
168,81,60,88,黄色,黑色,40,38,
176,86,62,90,黄色,黑色,38,40,
172,84,62,88,黄色,黑色,38,39,
170,32,62,90,白色,黑色,38,36,
175,85,61,90,黄色,黑色,38,39,
174,82,62,89,黄色,黑色,,38,
173,86,65,88,黄色,黑色,,38,
179,85,60,89,黄色,黑色,42,40,
178,86,60,89,黄色,黑色,,38,
167,88,60,89,黄色,黑色,37,37,
175,84,63,89,黄色,黑色,,39,
175,88,63,89,黄色,黑色,,39,
172,84,65,89,黄色,黑色,,37,
175,86,57,85,黄色,黑色,,38,
166,90,62,92,黄色,黑色,40,38,
175,85,62,90,黄色,黑色,39,39,
175,86,62,88,黄色,黑色,,39,
175,86,62,88,黄色,黑色,,38,
173,86,64,90,黄色,黑色,39,37,
175,86,61,88,黄色,黑色,38,39,
170,89,60,92,黄色,黑色,,36,
178,85,65,89,黄色,黑色,42,39,
177,85,62,88,黄色,黑色,,39,
179,86,61,92,黄色,黑色,,39,
185,93,73,95,黄色,黑色,,,
178,85,63,93,黄色,黑色,,39,
175,86,60,89,黄色,黑色,39,38,
175,86,62,90,黄色,黑色,,39,
175,85,60,88,黄色,黑色,,39,
170,85,63,88,黄色,黑色,,37,
175,84,61,92,黄色,黑色,,38,
173,85,69,90,黄色,黑色,38,39,
175,86,62,90,黄色,黑色,,37,
166,88,60,89,黄色,黑色,,36,
175,86,63,90,黄色,黑色,,38,
179,88,61,90,白色,棕色,40,39,
172,84,64,88,黄色,黑色,,37,
175,85,60,88,黄色,黑色,,37,
181,98,86,99,黄色,黑色,,43,
174,86,62,87,黄色,黑色,,38,
170,86,60,89,黄色,黑色,,38,
182,95,80,92,黄色,黑色,,43,
187,97,75,95,黄色,黑色,,43,
186,100,77,98,黄色,黑色,,43,
175,84,59,90,黄色,黑色,,,
177,86,60,90,黄色,黑色,,,
175,87,60,89,黄色,黑色,,39,
173,88,65,92,黄色,黑色,,38,
173,85,60,86,黄色,黑色,,38,
170,84,56,84,黄色,黑色,,37,
174,85,63,89,黄色,黑色,,39,
173,80,66,86,黄色,黑色,,39,
171,84,62,86,黄色,黑色,,,
176,83,62,90,黄色,黑色,,39,
173,83,60,86,黄色,黑色,,38,
172,85,69,89,黄色,黑色,,38,
173,86,68,95,黄色,黑色,,,
173,84,64,90,黄色,黑色,38,,
175,88,60,90,黄色,黑色,39,38,
168,90,65,85,黄色,黑色,,,
170,86,62,90,黄色,黑色,,37,
176,86,62,90,黄色,黑色,,,
167,83,61,88,黄色,黑色,,38,
173,83,60,89,黄色,黑色,40,37,
170,83,65,90,黄色,黑色,,38,
172,84,62,88,黄色,黑色,,,
178,88,62,90,黄色,黑色,,,
175,85,62,89,黄色,黑色,,,
175,85,60,90,黄色,黑色,,37,
174,83,63,90,黄色,黑色,38,38,
165,88,65,86,黄色,黑色,,36,
174,86,60,89,黄色,黑色,,38,
170,85,65,88,黄色,黑色,,,
168,81,62,83,黄色,黑色,,,
168,82,65,85,黄色,黑色,,,
173,83,64,89,黄色,黑色,,39,
175,84,62,90,黄色,黑色,,,
177,84,62,89,黄色,黑色,,,
172,84,60,89,黄色,黑色,,38,
165,84,62,87,黄色,黑色,,36,
166,85,60,90,黄色,黑色,,38,
170,85,68,89,黄色,黑色,,,
172,84,60,87,黄色,黑色,,37,
177,83,62,90,黄色,黑色,,39,
173,88,61,90,黄色,黑色,,38,
176,88,63,89,黄色,黑色,,39,
175,88,62,90,黄色,黑色,,38,
165,79,59,81,黄色,黑色,,36,
176,86,62,88,黄色,黑色,,39,
178,88,62,89,黄色,黑色,,,
175,85,63,90,黄色,黑色,,,
173,88,66,86,黄色,黑色,,39,
173,87,65,90,黄色,黑色,,39,
180,90,80,85,黄色,黑色,,42,
174,86,80,88,黄色,黑色,,,
173,88,65,94,黄色,黑色,,36,
172,84,59,89,黄色,黑色,38,37,
175,85,60,87,黄色,黑色,,,
170,84,62,89,黄色,黑色,,,
178,82,60,89,黄色,黑色,,39,
166,80,60,86,黄色,黑色,,37,
173,82,58,88,黄色,黑色,,37,
175,80,60,90,黄色,黑色,40,37,
172,85,60,90,黄色,黑色,,37,
174,84,60,86,黄色,黑色,,38,
173,80,57,84,黄色,黑色,,36,
176,86,60,90,黄色,黑色,,39,
170,88,57,85,黄色,黑色,,36,
165,82,61,84,黄色,黑色,,37,
168,84,65,85,黄色,黑色,,37,
170,84,56,87,黄色,黑色,,38,
170,86,65,87,黄色,黑色,,38,
170,82,61,87,黄色,黑色,40,39,
175,89,63,90,黄色,黑色,,39,
178,84,62,90,黄色,黑色,40,40,
168,85,59,89,黄色,黑色,,37,
175,83,62,89,黄色,黑色,,37,
177,85,59,88,黄色,黑色,,38,
170,85,66,89,黄色,黑色,,39,
175,84,60,76,黄色,黑色,39,39,
168,83,64,91,黄色,黑色,,36,
173,83,60,89,黄色,黑色,,36,
174,84,60,89,黄色,黑色,,39,
173,84,60,90,黄色,黑色,,37,
173,84,60,90,黄色,黑色,,38,
170,83,60,89,黄色,黑色,,38,
170,88,64,88,黄色,黑色,,38,
177,100,88,100,黄色,黑色,,41,
185,97,79,98,黄色,黑色,,44,
185,99,75,96,黄色,黑色,,43,
188,101,78,98,黄色,黑色,,45,
183,100,78,95,黄色,黑色,,43,
177,89,73,85,黄色,黑色,,43,
190,98,72,92,黄色,黑色,,43,
190,100,77,95,黄色,黑色,49,44,
189,98,79,97,黄色,黑色,,43,
188,90,73,89,黄色,黑色,,43,
185,98,72,94,黄色,黑色,,44,
182,97,75,92,黄色,黑色,,42,
182,98,78,98,黄色,黑色,,44,
186,100,74,98,黄色,黑色,,44,
187,105,80,99,黄色,黑色,,44,
186,87,83,95,黄色,黑色,,43,
183,98,82,95,黄色,黑色,,43,
180,100,79,95,黄色,黑色,,43,
186,98,78,100,黄色,黑色,,43,
187,100,73,95,黄色,黑色,,43,
188,100,77,96,黄色,黑色,49,44,
185,97,78,95,黄色,黑色,,43,
184,98,75,96,黄色,黑色,,44,
185,92,73,90,黄色,黑色,,44,
185,98,75,92,黄色,黑色,,44,
185,97,74,93,黄色,黑色,,42,
180,95,75,95,黄色,黑色,,41,
183,99,76,96,黄色,黑色,,43,
185,95,73,92,黄色,黑色,,42,
175,86,63,92,黄色,黑色,,39,
176,85,65,91,黄色,黑色,,,
167,85,60,85,黄色,黑色,,37,
173,88,62,86,黄色,黑色,40,37,
172,84,65,90,黄色,黑色,,38,
172,85,61,87,黄色,黑色,,39,
172,90,60,90,黄色,黑色,,38,
182,88,73,94,黄色,黑色,43,42,
187,93,73,96,黄色,黑色,46,43,
187,100,79,98,黄色,黑色,49,43,
185,102,78,98,黄色,黑色,52,43,
188,98,83,94,黄色,黑色,48,43,
170,83,60,86,黄色,黑色,38,39,
174,84,61,86,黄色,黑色,38,38,
170,86,65,88,黄色,黑色,38,37,
175,85,63,89,黄色,黑色,37,38,
177,95,80,100,黄色,黑色,55,41,
170,82,60,88,黄色,黑色,35,36,
176,89,86,92,黄色,黑色,26,39,
63,40,40,37,黄色,黑色,22,8,
178,78,69,80,黄色,黑色,40,39,
168,88,65,90,白色,黑色,36,38.5,
63,40,40,37,黄色,黑色,22,8,
178,78,69,80,黄色,黑色,40,39,
168,88,65,90,白色,黑色,36,38.5,
169,84,62,89,黄色,黑色,38,37,
170,80,66,90,黄色,黑色,41,38,
182,90,74,95,黄色,黑色,52,43,
168,80,66,88,黄色,黑色,38,38,
185,98,77,97,黄色,黑色,52,43,
175,84,59,89,黄色,黑色,40,38,
182,99,82,100,黄色,黑色,58,43,
165,86,62,86,黄色,黑色,38,36,
166,95,76,95,黄色,黑色,40,38,
162,55,45,60,黄色,黑色,,37,
177,90,65,90,黄色,黑色,38,39,
179,103,76,95,黄色,黑色,49,42,
170,32,22,35,黄色,黑色,40,38,
189,88,76,100,黄色,黑色,60,43,
170,50,96,96,黄色,黑色,45,29,
185,88,75,90,黄色,黑色,,44,
166,86,88,90,黄色,黑色,38,37,
164,75,55,88,白色,黑色,48,37,
162,86,55,76,黄色,黑色,39,34,
182,104,75,90,黄色,黑色,50,46,
170,1,1,3680,黄色,黑色,,38,
168,86,63,96,黄色,黑色,40,39,
188,103,75,95,黄色,黑色,49,44,
171,90,79,96,黄色,黑色,49,41,
168,86,67,91,黄色,黑色,,36,
172,85,65,88,黄色,黑色,,38,
180,78,64,87,黄色,棕色,46,39,
170,75,62,80,黄色,黑色,51,38,
160,85,60,88,黄色,黑色,44,37,
165,82,60,86,黄色,黑色,,38,
165,80,67,88,黄色,黑色,42,40,
170,88,68,88,黄色,黑色,38,39,
172,84,61,85,黄色,黑色,,39,
178,92,64,90,黄色,黑色,46,37,
181,72,93,42,黄色,黑色,,42,
176,23,21,21,黄色,黑色,,44,
178,99,78,89,黄色,黑色,80,42,
170,82,62,88,白色,黑色,33,38,
178,95,77,94,黄色,黑色,44,42,
161,82,67,84,黄色,黑色,42,36,
165,80,57,82,黄色,黑色,60,37,
178,88,72,100,黄色,黑色,50,41,
168,80,62,85,黄色,黑色,38,37,
163,80,66,80,白色,棕色,50,37,
178,87,72,95,黄色,黑色,39,39,
170,79,64,87,黄色,黑色,,36,
183,100,77,94,黄色,黑色,,39,
175,84,60,85,黄色,黑色,37,37,
189,93,74,89,黄色,黑色,,43,
168,80,62,89,黄色,黑色,,37,
173,84,62,90,黄色,黑色,,39,
165,82,60,87,黄色,黑色,,36,
190,101,87,98,黄色,黑色,,43,
176,84,68,89,黄色,黑色,,39,
168,88,62,89,黄色,黑色,,37,
172,85,60,90,黄色,黑色,,37,
182,95,78,92,黄色,黑色,,43,
168,85,62,89,黄色,黑色,,36,
172,86,68,91,黄色,黑色,39,39,
180,88,80,94,黄色,黑色,,43,
166,88,69,90,黄色,褐色,33,36,
177,86,68,89,黄色,黑色,,39,
172,84,62,88,黄色,黑色,,38,
174,85,60,88,黄色,黑色,,36,
173,84,63,90,黄色,黑色,,38,
172,87,63,89,黄色,黑色,,38,
173,86,62,88,黄色,黑色,,37,
174,88,66,89,黄色,黑色,,38,
175,85,65,93,黄色,黑色,,39,
169,64,64,89,黄色,黑色,,37,
170,84,61,87,黄色,黑色,,38,
70,20,20,20,黄色,黑色,25,,
179,85,62,90,黄色,黑色,,40,
160,82,62,86,黄色,黑色,38,38,
183,96,76,75,黄色,黑色,47,44,
187,100,77,96,黄色,黑色,,43,
180,89,74,87,黄色,黑色,47,43,
185,98,80,94,黄色,黑色,50,43,
171,82,70,90,黄色,黑色,40,39,
168,87,71,92,黄色,黑色,39,37,
165,87,69,95,白色,深啡,38,37,
172,96,66,91,黄色,黑色,39,38,
175,84,60,89,黄色,黑色,,39,
187,97,74,95,黄色,黑色,48,43,
181,95,73,96,黄色,黑色,45,42,
183,101,72,104,黄色,黑色,49,43,
178,109,70,100,黄色,黑色,,42,
174,85,64,90,黄色,黑色,,38,
173,86,62,89,黄色,黑色,,37,
165,86,62,87,黄色,黑色,37,38,
171,89,68,90,白色,黑色,38,38,
173,85,64,86,黄色,黑色,,38,
174,84,62,90,白色,黑色,40,38,
170,87,64,92,白色,黑色,,38,
174,85,60,85,白色,黑色,,37,
166,80,67,90,黄色,黑色,30,37,
180,92,78,93,黄色,黑色,51,43,
168,85,60,87,黄色,黑色,39,36,
165,85,58,89,黄色,黑色,36,37,
181,114,96,113,黄色,黑色,65,43,
167,79,63,84,黄色,褐色,36,37,
183,105,90,95,黄色,黑色,40,42,
175,86,62,90,黄色,黑色,40,39,
165,80,61,84,黄色,褐色,39,37,
172,85,60,88,白色,褐色,40,38,
164,85,61,96,黄色,黑色,40,35,
170,82,62,84,黄色,黑色,,37,
170,86,65,86,黄色,黑色,,37,
172,84,60,88,黄色,黑色,,37,
170,84,60,88,黄色,黑色,,38,
175,84,59,86,黄色,黑色,,39,
167,87,64,85,黄色,黑色,39,37,
164,33,26,35,黄色,黑色,15,36,
170,88,68,91,黄色,黑色,,38,
165,84,59,86,黄色,黑色,34,36,
172,84,67,89,黄色,黑色,45,38,
167,32,27,34,黄色,黑色,32,37,
178,86,64,92,黄色,黑色,41,39,
120,61,58,62,黄色,黑色,30,30,
179,85,65,90,黄色,黑色,52,39,
169,84,60,88,黄色,黑色,,37,
177,89,68,90,黄色,黑色,40,39,
168,84,60,86,黄色,黑色,41,39,
175,83,60,86,黄色,黑色,,37,
176,88,63,90,黄色,黑色,,40,
178,83,59,89,黄色,黑色,,38,
178,87,61,90,黄色,黑色,,39,
170,89,66,90,黄色,黑色,,37,
170,84,60,84,黄色,黑色,37,37,
164,82,60,86,黄色,黑色,45,36,
184,92,76,90,黄色,黑色,46,44,
168,89,61,90,黄色,黑色,,38,
173,90,63,93,白色,浅啡,41,39,
176,85,60,90,黄色,深啡,96,37,
172,84,68,92,黄色,黑色,42,37,
170,83,60,86,黄色,黑色,40,37,
178,84,61,90,黄色,黑色,43,39,
175,85,65,88,黄色,黑色,,39,
173,82,59,88,黄色,黑色,,38,
169,85,63,87,黄色,黑色,,37,
183,93,79,91,黄色,黑色,42,43,
165,86,58,83,白色,褐色,38,37,
170,86,64,90,黄色,黑色,,37,
173,84,60,90,黄色,黑色,39,38,
173,87,58,93,黄色,黑色,,38,
169,86,60,88,黄色,黑色,,38,
176,82,60,90,黄色,黑色,39,39,
170,84,60,90,黄色,黑色,,37,
165,85,61,90,黄色,黑色,,36,
170,80,62,89,黄色,黑色,37,38,
173,88,62,88,黄色,黑色,,38,
172,85,64,90,黄色,黑色,,37,
171,82,65,87,黄色,黑色,,39,
170,85,62,89,黄色,黑色,37,38,
172,85,63,90,黄色,黑色,,38,
186,100,89,98,黄色,黑色,50,43,
180,93,74,90,黄色,黑色,44,42,
177,84,62,87,黄色,黑色,,40,
168,88,59,88,黄色,黑色,,36,
168,86,65,87,黄色,黑色,,36,
175,87,60,90,黄色,黑色,46,39,
172,85,62,88,黄色,黑色,,38,
185,92,82,95,黄色,黑色,,42,
182,86,70,94,黄色,黑色,,42,
188,101,76,95,黄色,黑色,,43,
178,88,68,89,黄色,黑色,20,39,
168,80,63,86,黄色,黑色,,36,
170,86,61,88,黄色,棕色,44,37,
163,79,60,83,黄色,黑色,,36,
161,83,61,84,黄色,黑色,34,36,
173,85,61,90,黄色,黑色,,38,
177,89,63,90,黄色,黑色,,39,
177,86,63,91,黄色,黑色,,37,
183,96,75,90,白色,黑色,52,43,
163,78,59,86,黄色,黑色,35,37,
182,93,82,100,黄色,黑色,,43,
181,85,70,80,黄色,黑色,44,40,
176,82,60,84,黄色,黑色,42,40,
188,115,80,92,黄色,黑色,65,43,
171,82,59,85,黄色,黑色,,37,
170,85,58,90,黄色,黑色,,37,
170,82,58,85,黄色,黑色,40,39,
175,84,60,88,黄色,黑色,,38,
172,78,60,82,黄色,黑色,,38,
170,84,60,90,黄色,黑色,40,38,
175,86,61,90,黄色,棕色,37,37,
170,86,61,89,黄色,黑色,,36,
172,86,66,91,黄色,黑色,,38,
170,86,66,88,黄色,黑色,45,37,
169,84,61,85,黄色,黑色,42,37,
170,86,59,83,黄色,黑色,,38,
185,100,86,96,黄色,黑色,48,44,
178,108,78,95,黄色,黑色,48,43,
170,79,58,80,黄色,黑色,38,38,
189,102,77,93,黄色,黑色,52,45,
168,86,62,90,黄色,棕色,38,36,
187,102,77,106,黄色,黑色,54,42,
170,86,85,90,黄色,黑色,,39,
171,85,62,90,黄色,黑色,,38,
177,84,64,90,黄色,黑色,,39,
175,89,65,95,黄色,黑色,,39,
168,84,63,92,黄色,深啡,37,37,
176,85,62,89,黄色,黑色,,39,
165,81,59,83,黄色,棕色,,36,
182,94,80,92,黄色,黑色,45,42,
160,80,76,86,黄色,黑色,43,37,
164,75,60,78,白色,褐色,45,36,
168,84,60,86,黄色,黑色,,37,
181,90,70,90,黄色,黑色,,41,
166,87,64,90,黄色,黑色,37,38,
175,88,62,92,黄色,黑色,,37,
183,98,75,94,黄色,黑色,,43,
172,82,60,80,黄色,黑色,,38,
177,82,60,88,黄色,黑色,,37,
166,82,62,87,黄色,棕色,39,36,
174,84,62,89,黄色,黑色,,38,
173,82,61,89,黄色,黑色,,38,
174,86,65,90,黄色,黑色,38,38,
174,86,65,89,黄色,黑色,,38,
