Skin,Skin.1,Skin.2,Eyes,Eyes.1,Eyes.2,Eyes.3,Eyes.4,Eyes.5,Eyes.6,Eyes.7,Height,Chest,Waist,Hips,Suits,Shoes
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,80.0,63.0,83.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,163.0,76.0,56.0,82.0,35.0,36.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,176.0,84.0,61.0,90.0,40.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,183.0,88.0,78.0,90.0,45.0,40.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,86.0,62.0,88.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,85.0,62.0,88.0,40.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,88.0,60.0,90.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,87.0,64.0,90.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,80.0,63.0,88.0,42.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,88.0,59.0,91.0,70.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,84.0,58.0,88.0,43.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,80.0,26.0,90.0,38.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,90.0,68.0,91.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,88.0,65.0,90.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,86.0,64.0,89.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,83.0,60.0,86.0,37.5,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,88.0,61.0,89.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,84.0,60.0,87.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,95.0,85.0,90.0,45.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,185.0,102.0,78.0,94.0,50.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,85.0,62.0,90.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,83.0,60.0,88.0,36.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,82.0,62.0,88.0,42.0,36.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,86.0,63.0,89.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,171.0,86.0,60.0,89.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,185.0,100.0,76.0,98.0,50.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,85.0,60.0,90.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.0,84.0,61.0,87.0,39.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,183.0,85.0,64.0,93.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,82.0,62.0,89.0,38.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,82.0,60.0,90.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,85.0,64.0,90.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,85.0,61.0,89.0,42.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,86.0,63.0,89.0,38.0,36.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,84.0,61.0,89.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,101.0,75.0,96.0,46.0,41.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,87.0,66.0,90.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,171.0,90.0,60.0,96.0,45.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,86.0,60.0,90.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,83.0,60.0,86.0,38.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,185.0,100.0,78.0,95.0,52.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190.0,107.0,80.0,95.0,54.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,86.0,60.0,88.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,84.0,61.0,89.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,86.0,62.0,90.0,41.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,83.0,63.0,85.0,38.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,82.0,61.0,89.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,90.0,62.0,89.0,38.0,38.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,82.0,60.0,88.0,47.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,183.0,93.0,70.0,91.0,44.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,88.0,64.0,89.0,39.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,84.0,61.0,88.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,80.0,64.0,88.0,39.0,36.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,165.0,82.0,60.0,88.0,50.0,36.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,87.0,63.0,86.0,37.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,84.0,61.0,89.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.0,85.0,58.0,86.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,88.0,60.0,90.0,40.0,42.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,84.0,60.0,86.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,85.0,63.0,85.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,84.0,58.0,85.0,37.0,37.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,86.0,60.0,88.0,39.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,84.0,61.0,88.0,39.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,84.0,60.0,86.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,170.0,85.0,62.0,89.0,41.0,38.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,85.0,58.0,83.0,44.0,36.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,80.0,62.0,85.0,35.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,76.0,59.0,90.0,21.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,86.0,63.0,90.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,88.0,61.0,90.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,82.0,64.0,89.0,39.0,39.4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,84.0,60.0,86.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,85.0,64.0,90.0,38.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,83.0,60.0,90.0,39.0,39.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,86.0,60.0,90.0,22.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,185.0,97.0,70.0,96.0,46.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,85.0,60.0,87.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,82.0,60.0,90.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,84.0,60.0,86.0,39.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,85.0,64.0,90.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,86.0,60.0,89.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,85.0,60.0,89.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,170.0,82.0,62.0,87.0,39.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,187.0,88.0,73.0,93.0,53.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,163.0,83.0,56.0,82.0,57.0,36.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,168.0,80.0,60.0,87.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,87.0,63.0,88.0,39.0,36.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,83.0,57.0,89.0,42.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.0,100.0,75.0,95.0,50.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,87.0,56.0,88.0,40.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,86.0,67.0,96.0,38.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,86.0,61.0,89.0,43.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,85.0,60.0,90.0,30.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,176.0,85.0,69.0,90.0,40.0,40.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,82.0,65.0,92.0,37.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.0,85.0,60.0,87.0,40.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,76.0,56.0,80.0,40.0,36.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,82.0,60.0,80.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,82.0,68.0,92.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,82.0,61.0,88.0,43.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,81.0,71.0,91.0,45.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,82.0,59.0,87.0,41.0,37.5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,171.0,85.0,63.0,88.0,80.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,87.0,66.0,92.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,88.0,62.0,90.0,75.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,85.0,63.0,90.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,85.0,64.0,86.0,40.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.0,60.0,65.0,80.0,50.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,88.0,60.0,93.0,40.0,34.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,172.0,86.0,63.0,89.0,24.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.0,102.0,93.0,96.0,51.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,83.0,63.0,87.0,39.0,36.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,177.0,84.0,61.0,91.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,90.0,83.0,95.0,44.0,42.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164.0,84.0,60.0,85.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,163.0,84.0,60.0,85.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,85.0,60.0,86.0,37.0,40.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,84.0,60.0,88.0,38.0,37.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,84.0,60.0,84.0,10.0,35.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,83.0,60.0,88.0,40.0,38.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,83.0,60.0,89.0,43.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,85.0,60.0,89.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,86.0,66.0,90.0,40.0,39.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,161.0,84.0,62.0,85.0,35.0,36.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,175.0,85.0,62.0,90.0,36.5,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,86.0,62.0,90.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,170.0,84.0,70.0,97.0,41.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,84.0,60.0,89.0,38.0,39.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,85.0,62.0,89.0,35.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,83.0,62.0,88.0,38.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,85.0,63.0,90.0,40.0,39.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,172.0,86.0,60.0,89.0,42.0,37.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,84.0,60.0,90.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,82.0,60.0,87.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,85.0,60.0,90.0,37.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,84.0,60.0,88.0,39.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,83.0,60.0,88.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,85.0,68.0,89.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,84.0,60.0,88.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,90.0,62.0,90.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,84.0,61.0,88.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,83.0,60.0,87.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,85.0,60.0,87.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,83.0,61.0,90.0,39.0,40.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,83.0,60.0,90.0,40.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,84.0,62.0,89.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,85.0,60.0,89.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,185.0,102.0,76.0,96.0,46.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,185.0,97.0,75.0,93.0,45.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,85.0,66.0,84.0,40.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182.0,93.0,78.0,92.0,19.0,42.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,88.0,62.0,88.0,39.0,37.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,89.0,71.0,88.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,84.0,61.0,90.0,38.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,86.0,63.0,91.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,84.0,60.0,89.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,80.0,61.0,85.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,89.0,60.0,92.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,86.0,60.0,88.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,84.0,62.0,90.0,38.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,83.0,62.0,89.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,85.0,60.0,88.0,38.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.0,105.0,78.0,99.0,52.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,86.0,61.0,91.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,84.0,62.0,88.0,30.0,36.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,85.0,61.0,89.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,86.0,63.0,90.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,185.0,100.0,77.0,97.0,50.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,175.0,86.0,60.0,90.0,36.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,81.0,65.0,95.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,85.0,62.0,88.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,86.0,62.0,89.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,85.0,62.0,91.0,41.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,163.0,87.0,56.0,88.0,40.0,36.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,88.0,65.0,89.0,42.0,40.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,80.0,60.0,80.0,75.0,38.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,80.0,60.0,90.0,40.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.0,99.0,76.0,96.0,50.0,43.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,80.0,58.0,86.0,37.0,36.5
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,173.0,83.0,60.0,88.0,40.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,88.0,61.0,89.0,41.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,87.0,63.0,90.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,92.0,62.0,90.0,35.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,84.0,62.0,89.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,83.0,60.0,89.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,84.0,60.0,89.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,92.0,68.0,89.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,84.0,62.0,90.0,38.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,86.0,62.0,88.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,90.0,63.0,90.0,41.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,89.0,64.0,91.0,41.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,86.0,62.0,89.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,84.0,62.0,89.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,85.0,60.0,90.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,83.0,61.0,88.0,39.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,84.0,60.0,86.0,35.0,35.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,169.0,83.0,61.0,88.0,35.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,88.0,61.0,88.0,40.0,36.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,85.0,62.0,89.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,85.0,60.0,89.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,80.0,63.0,89.0,43.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,102.0,72.0,95.0,48.0,42.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,85.0,60.0,88.0,39.0,9.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,170.0,82.0,62.0,86.0,37.0,39.0
