Skin,Skin.1,Skin.2,Eyes,Eyes.1,Eyes.2,Eyes.3,Eyes.4,Eyes.5,Eyes.6,Eyes.7,Height,Chest,Waist,Hips,Suits,Shoes
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,188.0,104.0,78.0,96.0,48.0,45.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,82.0,58.0,85.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,86.0,61.0,89.0,38.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,84.0,60.0,88.0,37.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,187.0,100.0,70.0,90.0,48.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,189.0,106.0,76.0,98.0,50.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,188.0,102.0,77.0,97.0,52.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,187.0,101.0,75.0,95.0,48.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,188.0,100.0,75.0,95.0,44.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,78.0,65.0,81.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,85.0,60.0,98.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,85.0,60.0,88.0,38.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190.0,95.0,80.0,90.0,47.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,83.0,59.0,88.0,44.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,187.0,100.0,76.0,96.0,48.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,83.0,60.0,88.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,85.0,63.0,83.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,187.0,100.0,73.0,96.0,52.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,86.0,61.0,89.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182.0,95.0,85.0,90.0,44.0,42.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,180.0,85.0,60.0,89.0,41.0,39.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,85.0,58.0,88.0,43.0,40.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,84.0,61.0,89.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,88.0,61.0,89.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,83.0,59.0,87.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,83.0,61.0,89.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,83.0,58.0,86.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,83.0,61.0,89.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,86.0,60.0,86.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,82.0,60.0,88.0,41.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,76.0,56.0,84.0,41.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,86.0,62.0,89.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,84.0,59.0,89.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,85.0,58.0,88.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,83.0,61.0,88.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,84.0,60.0,89.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,90.0,66.0,94.0,41.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,85.0,60.0,88.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,84.0,60.0,88.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,80.0,61.0,86.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,82.0,64.0,90.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,83.0,60.0,89.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,85.0,61.0,88.0,43.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,86.0,61.0,89.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,84.0,60.0,86.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,88.0,60.0,90.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,181.0,91.0,76.0,90.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,83.0,62.0,89.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,82.0,60.0,88.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,181.0,82.0,61.0,89.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,83.0,60.0,89.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,85.0,61.0,87.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,85.0,60.0,89.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,83.0,62.0,88.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,75.0,60.0,87.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,85.0,67.0,89.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,84.0,61.0,88.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,80.0,61.0,88.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,85.0,61.0,88.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.0,84.0,60.0,88.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.0,89.0,61.0,88.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,84.0,60.0,88.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,84.0,60.0,88.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,84.0,60.0,88.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,84.0,60.0,88.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,181.0,82.0,60.0,88.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,84.0,60.0,90.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,83.0,57.0,86.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,82.0,60.0,88.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,85.0,62.0,90.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,88.0,60.0,89.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,85.0,64.0,90.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,86.0,58.0,90.0,39.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,86.0,60.0,88.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,84.0,61.0,89.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,85.0,64.0,92.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,75.0,61.0,88.0,39.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,88.0,62.0,89.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,89.0,60.0,89.0,43.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,188.0,103.0,75.0,95.0,50.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,93.0,85.0,90.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,84.0,60.0,85.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,82.0,61.0,86.0,46.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,84.0,60.0,85.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,88.0,61.0,87.0,41.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,84.0,62.0,86.0,40.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,80.0,62.0,86.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,82.0,60.0,86.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,84.0,62.0,90.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,78.0,58.0,88.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,82.0,64.0,88.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,84.0,62.0,88.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,83.0,58.0,86.0,38.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,83.0,59.0,89.0,37.0,36.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,82.0,57.0,86.0,38.0,36.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,88.0,60.0,88.0,38.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.0,88.0,60.0,88.0,39.0,37.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,173.0,85.0,62.0,92.0,33.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,80.0,60.0,89.0,39.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,79.0,62.0,89.0,36.0,37.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,90.0,70.0,90.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,89.0,67.0,88.0,38.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,84.0,60.0,87.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,86.0,63.0,88.0,36.5,36.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,84.0,60.0,86.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,82.0,60.0,88.0,36.0,36.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,85.0,62.0,90.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,90.0,61.0,92.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,88.0,59.0,90.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,93.0,68.0,92.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,189.0,96.0,82.0,94.0,49.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.0,84.0,60.0,88.0,41.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182.0,94.0,71.0,94.0,45.0,42.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,86.0,60.0,88.0,39.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182.0,98.0,78.0,98.0,46.0,42.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,91.0,81.0,95.0,45.0,42.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182.0,98.0,76.0,93.0,47.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,185.0,103.0,78.0,97.0,51.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,184.0,100.0,78.0,98.0,48.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,86.0,60.0,90.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.0,92.0,61.0,85.0,41.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,88.0,61.0,90.0,38.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0,85.0,60.0,90.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,173.0,85.0,61.0,91.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,188.0,100.0,86.0,96.0,52.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,171.0,88.0,62.0,89.0,40.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,88.0,60.0,89.0,41.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,171.0,88.0,65.0,92.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,188.0,100.0,75.0,97.0,48.0,43.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168.0,86.0,63.0,89.0,39.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,90.0,64.0,91.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,84.0,60.0,87.0,40.0,38.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,87.0,60.0,90.0,40.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,85.0,59.0,87.0,38.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,85.0,62.0,90.0,39.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,88.0,61.0,90.0,40.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,85.0,63.0,88.0,37.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,178.0,84.0,60.0,90.0,40.0,37.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,188.0,102.0,78.0,96.0,51.0,44.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,85.0,62.0,89.0,42.0,39.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,85.0,60.0,86.0,40.0,37.0
