Page,Row,Line,NO.,Category,Level,City,Height,Chest,Waist,Hips,Suit,Shoes,Skin,Eyes,Hair,advertisement,popularity
1,1,1,A1162,时装模特,5,深圳,178,86,60,90,41,39,黄色,黑色,長发,2006东南亚版黑人牙膏、香港渣打银行、香港便利 、皇室咖啡、紫嶶星化妆品、 帝花之秀洗发水 .碧生源减肥茶 福特汽车. 美源春化妆品. 水井坊酒业. D&G美发产品.红双喜...房地产等；2007香港婚纱博览会 B&W新车会.BENBO休闲服.广东名瑞婚纱. 三星科技、 潮汕婚紗澳门发布会 LA发布.,14
1,1,2,J10499,外籍模特,5,,183,100,83,101,43,45,白色,棕色,短发,,0
1,1,3,A11452,时装模特,5,北京,179,86,60,88,42,38,黄色,黑色,長发,金夫人影楼 深闪视觉影楼 京城丽人婚纱 玉石婚纱 阁楼摄影 天津“勿忘我”婚纱 台北.朱莉雅婚纱 《健康杂志》封面 《男人装》 《精品购物指南》 《人头马超级模特》电子杂志 《时尚健康》 《人像摄影》 《户外装备》 《风度》 《大日子》 英国莱弗士毕业作品展 “千百变”服饰 李宁 “润密”美骨胶囊 “汉舞”手工绣花鞋 “洁仕宝”旋转拖布 “00bra”内衣 “青螺”工装 “玄雅风尚”工装 韩国服饰“舞酷” EZmorden COLOFY服饰 YIFEI懿菲旗袍 “梧桐坊”唐装 健侬,4
1,1,4,A11548,时装模特,5,深圳,178,84,63,89,42,39,黄色,黑色,直发,,1
1,2,1,A11712,时装模特,5,深圳,174,82,61,88,41,37,黄色,黑色,長发,,0
1,2,2,A13005,时装模特,5,北京,188,100,76,98,52,45,黄色,黑色,中发,,0
1,2,3,A12982,时装模特,5,广州,186,98,75,95,51,42,黄色,黑色,中发,,0
1,2,4,A12991,时装模特,5,,188,103,76,96,53,44,黄色,黑色,中发,,0
1,3,1,A13198,时装模特,5,广州,176,84,60,89,38,38,黄色,黑色,長发,,2
1,3,2,A13322,时装模特,5,北京,176,88,60,87,37,39,黄色,黑色,長发,2009 KANEBO彩妆平面广告 2008-2009李宁平面广告 2009 香草茶平面广告 2009 SUNLIGHT卫浴平面广告 2009 戴尔平面广告 2009-2010 红蜻蜓 平面广告 服装画册 2009 杰士邦平面广告 2009 新光天地服装画册 2009《瑞丽伊人风尚》 2009《瑞丽时尚先锋》 2009《瑞丽服饰美容》 2009《时尚健康》 2009 《时尚男仕》 2008 李宁订货会平面 2008《猫迷》 2008《新娘杂志》 2008《今日人像》 等,1
1,3,3,A13906,时装模特,5,深圳,183,98,76,96,51,43,黄色,黑色,長发,,0
1,3,4,B24211,广告模特,5,北京,165,81,60,85,39,37,黄色,黑色,長发,,0
1,4,1,B24219,广告模特,5,深圳,178,100,75,90,46,42,黄色,黑色,長发,,0
1,4,2,O154509,名人明星,5,上海,173,86,61,89,40,38,黄色,黑色,長发,,8
1,4,3,O155558,名人明星,5,,168,85,62,86,0,37,白色,褐色,短发,,0
1,4,4,I95576,TOP MODEL,5,北京,178,86,60,89,42.5,38,黄色,黑色,長发,中国十佳设计师刘灿明ＺＩＧＥ广告，ＳＯＤＡ广告，＜＜车天下＞＞＜＜和谐之旅＞＞封面，＜＜时尚＞＞等,0
1,5,1,A15617,时装模特,5,北京,178,84,61,88,40,39,黄色,黑色,長发,"杂志：《MISS》《精品》《VOGUE》《ILOOK》 广告：中国联通动态。希尔顿酒店宣传。贾璋柯作品《内蒙古宣传片》《无用》 K-Gold静态广告，三星显示器广告 FUTRUE打印纸，标志307CC汽车广告,乐天银泰购物中心广告.金融街购物中心广告",0
1,5,2,I95639,TOP MODEL,5,北京,179,86,58,86,37,39,黄色,黑色,長发,国际经历： 2008年:日本火炬传递中国区代表 日本：发展3个月包括杂志、广告，杂志，秀 比利时：《玩家旅游》封面 迪拜：“五朝霓赏”演出 韩国：2005中韩模特大赛 发展2个月（杂志、大赛宣传） 新加坡：发展3个月（杂志 广告，样本） 美国：2009《体育画报》封面 首位亚洲模特 杂志： (中国)《时尚先生》.《时尚新娘》.《ELLE》.《魅力先生》.《大家赏车》.《新航空》.《房地产画册》.《时尚健康》.《东方模特》封面.《嘉人》.《健康之友》.《MISS》.《时尚好管家》.《精品购物指南》.《花花世界》.《悦己》.《时尚芭莎》.《时尚cosmo》.《都市主妇》.《时尚周刊》.《瑞丽时尚先锋》.《风度》.《时装》.《瑞丽伊人》.《今日风采》.《心理月刊》.《好主妇》.《花花世界》.《大周末》.《新潮电子》.《生活速递》.《玩家旅游》封面.《优雅》.《CECI》.《风尚志》.《车时代》.《卓展》.《北京青年报》.《easy》. 《城市攻报》，《男人装》，《旭茉》，《俏丽》，《新旅行》，《瑞丽服饰与美容》，《七彩云南》，《BQ》，《卓展》，《风尚志》， （日本）《PRECIOUS》.《 WITH》 （新加坡）《SPH》 （香港） 《me》，《e周刊》，《easy》，《vogue》。 杂志封面： 《东方模特》，《体育画报》，《玩家旅游》，《婚典》，《车天下》。,1
1,5,3,I95670,TOP MODEL,5,上海,179,83,59,88,38,38,黄色,黑色,長发,,0
1,5,4,I95798,TOP MODEL,5,北京,176,86,60,88,39,39,黄色,黑色,長发,,0
2,1,1,I95800,TOP MODEL,5,上海,176,87,57,88,41,38,黄色,黑色,長发,,0
2,1,2,A15801,时装模特,5,北京,176,81,60,88,41,39,黄色,黑色,長发,,0
2,1,3,I95803,TOP MODEL,5,广州,179,87,59,88,41,40,黄色,黑色,長发,,0
2,1,4,A15804,时装模特,5,北京,178,83,60,88,41,40,黄色,黑色,長发,,0
2,2,1,A15805,时装模特,5,北京,177,82,60,88,41,39,黄色,黑色,長发,,0
2,2,2,B25806,广告模特,5,广州,170,81,62,86,38,38,黄色,黑色,長发,,1
2,2,3,A15807,时装模特,5,广州,178,83,57,86,41,39,黄色,黑色,長发,,0
2,2,4,I95809,TOP MODEL,5,北京,177,87,60,87,42,38,黄色,黑色,長发,,1
2,3,1,A15810,时装模特,5,北京,179,84,60,90,41,39,黄色,黑色,長发,,0
2,3,2,A15792,时装模特,5,广州,180,83,59,88,41,41,黄色,黑色,長发,,0
2,3,3,A15795,时装模特,5,广州,180,86,59,88,41,39,黄色,黑色,長发,,1
2,3,4,A15820,时装模特,5,北京,179,82,59,88,41,39,黄色,黑色,長发,,0
2,4,1,I95849,TOP MODEL,5,北京,182,87,62,90,41,39,黄色,黑色,長发,,0
2,4,2,I95851,TOP MODEL,5,上海,179,83,59,88,41,38,黄色,黑色,長发,,0
2,4,3,A15852,时装模特,5,广州,181,86,59,88,43,39,黄色,黑色,長发,,0
2,4,4,A15853,时装模特,5,广州,179,88,60,89,41,38,黄色,黑色,長发,,1
2,5,1,B25854,广告模特,5,广州,177,84,64,90,41,39,黄色,黑色,長发,,1
2,5,2,A15945,时装模特,5,北京,175,84,61,88,41,38,黄色,黑色,長发,,0
2,5,3,A15968,时装模特,5,深圳,174,84,62,89,37,37,黄色,黑色,長发,,0
2,5,4,B26032,广告模特,5,武汉,173,85,60,87,38,38,黄色,黑色,長发,形象代言：2009上海霞飞袜业 绿色瘦平面拍摄：武汉市光谷华美达国际酒店广告 爱帝内衣2009春季服装画册 自由空间2006秋季服装画册 上海BONJIA2007夏季服装画册及海报 三亚最爱婚纱样片 等等....,4
3,1,1,A16102,时装模特,5,北京,176,91,60,93,43,37,白色,深啡,長发,,0
3,1,2,K116175,外籍童模,5,深圳,138,54,52,64,30,33,黄色,褐色,長发,拍过各大童装公司画册，广告。,0
3,1,3,K116555,外籍童模,5,深圳,126,0,0,0,0,28,白色,黑色,長发,2007 年米果童装广告 2008 年HPO - JUNOR 童装画报 2008 DAYI 童装秋冬画报 2008 MEANDO 童装秋冬画册 2009 Mr. BIRD 春夏童装画报 2009 AICO 秋冬童装广告 2009 YOYO@NANA 秋冬童装广告 2010 善童 春夏童装画册 2010 YoYo&NANA 春夏童装画册 2010 Mikyo 春夏童装画册,0
3,1,4,A16698,时装模特,5,北京,178,85,60,90,40,39,黄色,黑色,長发,"2008年为湖北地区某服装品牌做品牌代言 09年为“AQUE""做形象代言人",1
3,2,1,B27058,广告模特,5,杭州,172,85,61,89,37,37,黄色,黑色,長发,代言: 2007年“必登高”品牌鞋（与关礼杰先生合拍） 2008年“必登高”品牌鞋（与关礼杰先生合拍） 　　　2007年雅黛丽家居服 2008年雅黛丽家居服　　　　 　　　2007年“风花雪月”情侣装 　　　中国象棋网络游戏 　　　2009年韩国珍妃化妆品 2009年珊目尔丝绸睡衣 …… 广告:娃哈哈呦呦奶醇　 妆面: 艾美摄影、米亚国际、皇家智明、sony模特…… 婚纱：丽景千贺、宫摄影、视觉摄影、薇薇新娘、时尚春天…… 　　　　　　　　 杂志:《１６２６》《第一生活》 《塞上印象》《科学新生活》《城市情报》《楚天金报》《武汉晚报》,0
3,2,2,B27162,广告模特,5,北京,172,86,60,86,38,38,黄色,黑色,長发,,0
3,2,3,I97187,TOP MODEL,5,上海,178,82,60,89,39,38,黄色,黑色,長发,,0
3,2,4,I97188,TOP MODEL,5,,178,83,60,89,42,38,黄色,黑色,長发,杂志拍摄：《ELLE》、《VOGUE》、《炫色》、《瑞丽》、《女友》、《都市丽人》、《LUCI》、《时尚座驾》、《炫色》、《瑞丽》、《大都市》、《时尚座驾》、《MEIMEI》、《BAZAAR》、《优雅》、《虹》。 平面拍摄：新天地代言、汇丰银行、杉杉服装、班博、Mahattan Credit Card,0
3,3,1,I97190,TOP MODEL,5,北京,180,83,62,89,42,40,黄色,黑色,長发,《嘉人》 、 《ELLE》 、 《时尚伊人》 、 《时尚健康》 、 《时尚芭沙》 等,0
3,3,2,O157191,名人明星,5,北京,178,86,60,88,40,39,黄色,黑色,長发,,0
3,3,3,I97192,TOP MODEL,5,香港,179,84,60,89,40,39,黄色,黑色,長发,代言广告 　　迪奥、姬雪、NIKE、Bernini、Levi's、POLO、CK、香港贸发局、纪凡希、爱玛仕、莱卡佛、sparkle、黄金经典、世家毛皮、范怡文、锐步、香港IT、马艳丽、维信、LOEWE、杉杉、香港时装 周、上海服装节、中国国际时装周等，曾多次出访美国、法国、 韩国参加演出等。 　　 平面广告 　　台湾大哥大、上海米兰新娘,0
3,3,4,I97193,TOP MODEL,5,台湾,175,84,60,89,39,39,黄色,黑色,長发,,0
3,4,1,I97194,TOP MODEL,5,无锡,170,84,60,89,40,39,黄色,黑色,長发,“BEAUTY美人志” 　　“VOGUE” 　　“ELLE” 　　“BAZAAR” 　　“侬侬” 　　“黛” 　　“新女性” 　　“薇薇” 　　“美丽佳人” 　　“2008 hotspot 大周末 封面” 　　“安”2009.8,0
3,4,2,O157200,名人明星,5,北京,175,84,60,88,40,39,黄色,黑色,長发,,0
3,4,3,O157201,名人明星,5,香港,164,84,60,88,40,39,黄色,黑色,長发,,0
3,4,4,O157203,名人明星,5,香港,165,84,60,88,40,39,黄色,黑色,長发,,0
3,5,1,I97207,TOP MODEL,5,上海,179,82,60,88,42,40,黄色,黑色,長发,阿尔卡特，美的冰箱 TVC：阿尔卡特，美的冰箱 　　杂志： 　　《都市丽人》、《流行色》、《ELLE》、《大都市》、《上海服饰》、《视觉》、《追求》、《香榭丽舍》《玛莉嘉儿》、《I look》、《时尚》、《中国时装》,0
3,5,2,I97208,TOP MODEL,5,上海,179,86,61,89,43,39,黄色,黑色,長发,平面广告：苏罗服装、“上海滩”2005春夏系列服饰（香港） 杂志拍摄：《时尚BAZAAR》《风采》《时装》《优雅》《时代周刊》《现代服装》《中国美容科学》《女性大世界》《数字精品》《瑞丽伊人风尚》《时尚好管家》《时尚伊人》《新旅行》《现代生活用品》《时尚时间》《时尚健康》《珠宝与时尚》等等,0
3,5,3,I97221,TOP MODEL,5,北京,175,86,60,89,42,38,黄色,黑色,長发,《COSMO》、《BAZZAR》、《风采》告、《时尚》、《日丽伊人》、《女性大世界》、《中国服装》、《体线》等,0
3,5,4,O157224,名人明星,5,北京,177,88,60,87,41,37,黄色,黑色,長发,,0
4,1,1,O157243,名人明星,5,,160,84,60,86,39,37,黄色,黑色,長发,,0
4,1,2,A17227,时装模特,5,北京,178,86,60,90,42,39,黄色,黑色,長发,"羽西春夏妆容代言及宣传画册 惠普笔记本，柯达相机, 三星手机...",0
4,1,3,I97275,TOP MODEL,5,北京,188,102,86,96,42,43,黄色,黑色,短发,"安踏运动系列等10个 2002中国少年儿童基金会""安康计划""形象大使 2003迪斯尼影片《Pirates of the　Caribbean》中国形象大使",0
4,1,4,A17276,时装模特,5,北京,188,104,78,96,48,45,黄色,黑色,短发,,0
4,2,1,A17277,时装模特,5,北京,173,82,58,85,38,38,黄色,黑色,短发,,0
4,2,2,I97278,TOP MODEL,5,北京,179,86,61,89,38,39,黄色,黑色,長发,,0
4,2,3,I97287,TOP MODEL,5,北京,178,84,60,88,37,39,黄色,黑色,長发,,0
4,2,4,J107410,外籍模特,5,北京,187,100,70,90,48,43,黄色,黑色,短发,,0
4,3,1,A17414,时装模特,5,北京,189,106,76,98,50,44,黄色,黑色,短发,BAZZAR 时尚芭莎》 《精品购物指南》 《时尚先生》 《俊士》 《风尚志》,0
4,3,2,I97432,TOP MODEL,5,北京,188,102,77,97,52,44,黄色,黑色,中发,,0
4,3,3,A17439,时装模特,5,北京,187,101,75,95,48,44,黄色,黑色,短发,,0
4,3,4,I97485,TOP MODEL,5,北京,188,100,75,95,44,44,黄色,黑色,短发,"《时尚》、 《魅力先生》、 《男色》 《时尚座架》, 《时尚先生》， 《cosmo》 《百姓TAXI》， 《名仕》, 《商界时尚》， 《风尚志》， 《精品》、 《Men's Uno 》",0
4,4,1,O157709,名人明星,5,北京,167,78,65,81,38,38,黄色,黑色,長发,,1
4,4,2,A17714,时装模特,5,北京,177,85,60,98,39,39,黄色,黑色,長发,"“周大福”网站视频广告 ""OLYA""美白润肤露（练舞篇）电视广告 2006绅绮品牌平面广告 2006G.E服饰品牌宣传册 NE.TIGER高级成衣品牌样册 西单大悦城TVC 网游“二战风云”平面宣传照 “LG”洗衣机平面软宣 电视节目： 2009东方卫视《加油！东方天使》 重庆卫视娱乐节目《娱乐星工厂》特邀嘉宾 cctv3《星光大道》表演嘉宾 cctv2《时尚中国》出演模特 数字电影《重庆美女》首映式 2007北京电视台春节联欢晚会表演嘉宾 北京电视台《时尚装苑》嘉宾主持 2007~2008广西电视台亚洲时尚盛典表演嘉宾 cctv少儿频道异想天开特别节目 “追梦行动”特邀嘉宾 法国FashionTV时尚频道特别采访ＤＭＧ移动传媒《健康新主意》嘉宾",0
4,4,3,A17842,时装模特,5,北京,177,85,60,88,38,39,黄色,黑色,長发,,2
4,4,4,A17848,时装模特,5,北京,190,95,80,90,47,43,黄色,黑色,短发,,0
4,5,1,I97861,TOP MODEL,5,北京,180,83,59,88,44,39,黄色,黑色,長发,平面拍摄： 《VOGUE》、《男人装》、》、《瑞丽伊人风尚》、《ELLE》、《时尚芭莎》、《优品》、《香港风情》、《时装设计师》、《时尚伊人》、《时尚健康》、《时尚座驾》、《时尚伊人》、《时尚Cosmo》、《米娜》、《新京报》等 形象代言： 暖贝尔内衣形象代言人,0
4,5,2,I97914,TOP MODEL,5,北京,187,100,76,96,48,44,黄色,黑色,短发,中国移动广告、大钟寺广告《0086》《大钟乐舞》；《名仕》；《精品购物》；《数码先锋》；《人像射影》； 李宁2006新品画册；法国《金狐狸》画册；《圣蓝新》画册；崇光SOGO内刊；利郎09平面广告、阿迪达斯平面广告、华硕手提电脑平面广告、马艳丽软宣、《时尚座驾》、《时尚先生》、《数码时尚》、《服装画报》、《时尚健康》、《时尚时间》、《名仕》、《精品购物》、《数码先锋》、《人像射影》 《商界时尚》、李宁新品、丁老头软宣 、圣蓝新软宣 立白洗衣粉,0
4,5,3,A17918,时装模特,5,北京,175,83,60,88,38,38,黄色,黑色,長发,,0
4,5,4,B27955,广告模特,5,北京,168,85,63,83,37,37,黄色,黑色,長发,,0
5,1,1,A18048,时装模特,5,北京,187,100,73,96,52,43,黄色,黑色,短发,AustriliaGQ England Wallpaper Italia GQ Thailand BAZAAR MEN SingaporeArena Style August New Man Urban HongkongMens UNO Esquire Taiwan Eastwest magzine GQ Mens UNO China Vogue BAZAAR BAZAAR MAN Mens UNO Esquire ELLE marie claire Lofficel FHM,0
5,1,2,A18021,时装模特,5,北京,178,86,61,89,40,38,黄色,黑色,長发,《瑞丽伊人》《时尚COSMO》《时尚健康》《新潮电子》《时尚好管家》《格调MISS》《全体育》《贝太厨房》《心理月刊》《人像摄影》《时尚家居》《健康之友》《健康时尚》《精品》《女友》《悦己》《O-ZINE》《MILK》《青年周刊》《数字生活》等 《中国网通》动态 《奥卡索》皮鞋平面 《乔顿》西服平面 《七只羊》服饰平面《金地长青湾》房地产平面 《北京198栋》别墅平面 《沸城》楼盘广告平面 《戴梦得珠宝》平面 《美克美家》平面 《艾图爱》平面 《富贵鸟》鞋平面 等等,0
5,1,3,A18121,时装模特,5,北京,182,95,85,90,44,42,黄色,黑色,短发,,0
5,1,4,A18171,时装模特,5,北京,180,85,60,89,41,39,黄色,褐色,長发,VOGUE、ELLE港版封面、MarieClaire、COSMO、BAZAAR、芭莎珠宝、MILK、 SELF悦己、虹FIGARO、日版风尚志封面、精品购物指南封面、时尚新娘、女友、 好管家、瑞丽、25安、风采封面、时尚健康、健康之友、时装、 大周末hotspot、CECI、伊周、红秀GRAZIA封面、达人志men'suno、周末画报、壹周刊、ming等...,0
5,2,1,I98267,TOP MODEL,5,,178,85,58,88,43,40,黄色,棕色,中发,,0
5,2,2,A18310,时装模特,5,北京,178,84,61,89,42,39,黄色,黑色,長发,,0
5,2,3,A18311,时装模特,5,北京,175,88,61,89,40,38,黄色,黑色,長发,“明朗”品牌泳装、 “韩姿娜”品牌内衣 《精品购物指南》、 《嘉人》、 《现代服装》、 《中国百老汇》、 《移动梦网》、 《现代商报》、 《新京报》、 《风采》、 《今日佳丽》、 《中国旅游报》、 《名利场》封面、 《女友》封面、 《中国服装时报》最佳拍档、 《体线》、 《时尚》、 《数码精品世界》、 《妈咪宝贝》、 《车天下》,0
5,2,4,A18312,时装模特,5,北京,178,83,59,87,40,38,黄色,黑色,長发,《化妆师》、 《时装》、 《东方模特》封面照、 《人像摄影》 耐克宣传照、 《精品》、 《时尚健康》、 《时尚伊人》、 《贝太厨房》、 《嘉人》、 《self》、 《风采》、 《商界时尚》,0
5,3,1,A18316,时装模特,5,北京,179,83,61,89,42,39,黄色,黑色,長发,,0
5,3,2,A18320,时装模特,5,北京,177,83,58,86,40,38,黄色,黑色,長发,,0
5,3,3,I98331,TOP MODEL,5,上海,180,83,61,89,40,39,黄色,黑色,長发,《VOGUE》、 《ELLE》、 《BIBA》、 《marie claire》、 《rayli》、 《婚典》、 CARLO、 NINCH、 ANDALA、 PRODUCTIONS、 P.A.G、 POLO、 FENDI、 ESPRIT、 FIRENZE PRADA 全球广告女主角,0
5,3,4,A18334,时装模特,5,上海,178,86,60,86,42,39,黄色,黑色,長发,东方模特 封面拍摄 　　 优家画报封面拍摄 　　 ELLE 　　 21世纪经济报道 奥迪TTS新品拍摄 　　 恒源祥内衣2009新品拍摄 　　 中国蓝封面拍摄 　　 房产TVC 　　 欧莱雅可莹丝系列广告 　　 antou发型宣传册,0
5,4,1,I98336,TOP MODEL,5,上海,179,82,60,88,41,38,黄色,黑色,長发,Prada《初春》全球广告片女主角 liu2、 make up forever 《ELLE》 《伊周》 《ILOOK》 《悦己SELF》 《时尚健康》 《LOHAS》 《U+》 《周末画报》 《上海服饰》 《潮流志》 《0086》,0
5,4,2,I98387,TOP MODEL,5,上海,175,76,56,84,41,38,黄色,黑色,長发,"mariaclaire, 男人装， bazzar， cosmomen, 芭莎珠宝, elle, lifestyle， 商界时尚， official， cosmopolitan, ilook, good, weddingand travel, 周末画报， figaro， 时尚健康， 俊士， 优雅， 雅致， 大周末等。 COCOON",0
5,4,3,A18390,时装模特,5,北京,178,86,62,89,41,39,黄色,黑色,長发,,0
5,4,4,A18392,时装模特,5,北京,180,84,59,89,42,39,黄色,黑色,長发,,0
5,5,1,A18394,时装模特,5,北京,179,85,58,88,42,39,黄色,黑色,長发,,0
5,5,2,A18395,时装模特,5,北京,176,83,61,88,40,38,黄色,黑色,長发,,0
5,5,3,A18396,时装模特,5,北京,179,84,60,89,42,39,黄色,黑色,長发,,0
5,5,4,A18401,时装模特,5,北京,176,90,66,94,41,38,黄色,黑色,長发,,0
6,1,1,A18402,时装模特,5,北京,178,85,60,88,41,39,黄色,黑色,長发,＜人像摄影＞ ＜现代家居＞ ＜星级ＳＴＡＲ＞ ＜ＥＬＬＥ＞ ＜现代服饰＞ ＜中国时装＞ ＜新电脑＞ ＜河北青年报＞ ＜视听之友＞ ＜旅游纵览＞ ＜精品＞,0
6,1,2,A18403,时装模特,5,北京,177,84,60,88,42,39,黄色,黑色,長发,2009年8、9月号FHM男人装封面模特《时尚江湖》 中国时装周 《北京女孩时尚秀》 　　 拍摄 《昕薇》杂志 　　 《精品购物指南》,0
6,1,3,A18406,时装模特,5,北京,180,80,61,86,42,39,黄色,黑色,長发,,0
6,1,4,A18407,时装模特,5,北京,177,82,64,90,41,39,黄色,黑色,長发,,0
6,2,1,A18411,时装模特,5,北京,178,83,60,89,41,39,黄色,黑色,長发,,0
6,2,2,A18412,时装模特,5,北京,180,85,61,88,43,39,黄色,黑色,長发,时尚健康 星级 摄影之友 新京报 中国科学美容 天羊绒保暖内衣平面广告和影视广告等,0
6,2,3,A18413,时装模特,5,北京,178,86,61,89,42,39,黄色,黑色,長发,,0
6,2,4,A18414,时装模特,5,北京,178,84,60,86,42,39,黄色,黑色,長发,精彩杂志、 写真地理、 甲壳虫、 魅力中兴、 时尚生活导报、 12580移动杂志、 数码精品、 健康之友、 第五频道、 艾丝、 优雅、 周末画报、 女友、 婴儿与母亲、 数码杂志、 时尚健康、 环球先生、 精品购物指南、 铭品生活、 优加画报、 汽车与改装、 大周末,0
6,3,1,A18415,时装模特,5,北京,180,88,60,90,42,39,黄色,黑色,長发,,2
6,3,2,A18416,时装模特,5,北京,181,91,76,90,42,39,黄色,黑色,長发,《时尚cosmo》 《瑞丽》 《男人装》 《精品购物指南》 《风尚志》,0
6,3,3,A18417,时装模特,5,北京,178,83,62,89,42,39,黄色,黑色,長发,《嘉人》 《瑞丽时尚先锋》 《精品购物指南》 《时尚芭莎》 《时尚健康》 《健康之友》 《风尚志》 《瑞丽伊人风尚》,0
6,3,4,A18418,时装模特,5,北京,176,82,60,88,42,39,黄色,黑色,長发,“雪莲”羊绒； “皇马”职业女装； 韩国“真仪美”女装 TCL“蒙宝欧”手机； “明基”液晶显示器； “采石坊”真石饰品,0
6,4,1,A18423,时装模特,5,北京,181,82,61,89,41,39,黄色,黑色,長发,,0
6,4,2,A18424,时装模特,5,北京,180,83,60,89,41,39,黄色,黑色,長发,,0
6,4,3,A18426,时装模特,5,北京,176,85,61,87,41,39,黄色,黑色,長发,,0
6,4,4,A18427,时装模特,5,北京,180,85,60,89,41,39,黄色,黑色,長发,,0
6,5,1,A18428,时装模特,5,北京,177,83,62,88,41,39,黄色,黑色,長发,,0
6,5,2,A18429,时装模特,5,北京,180,75,60,87,42,39,黄色,黑色,長发,《时尚》 　　 《i LOOK》封面,0
6,5,3,I98430,TOP MODEL,5,北京,178,85,67,89,41,39,黄色,黑色,長发,"BAZZAR, COSMO, 嘉人, 悦已, 精品, 时尚健康, 瑞丽伊人, 好主妇, 25安, 艾丝, 时尚伊人 体线健康 男人装 东方模特 女性大世界 时尚健康",0
6,5,4,A18431,时装模特,5,北京,177,84,61,88,40,38,黄色,黑色,長发,,0
7,1,1,A18432,时装模特,5,北京,177,80,61,88,41,39,黄色,黑色,長发,,0
7,1,2,A18433,时装模特,5,北京,179,85,61,88,42,39,黄色,黑色,長发,,0
7,1,3,O158435,名人明星,5,北京,169,84,60,88,40,38,黄色,黑色,長发,《男人装》、 《魅力先生》、 《瑞丽》、 《MINA》、 《昕薇》、 《EASY》、 《新贵》、 《娱乐时尚》、 《青年一代》、 《STUFF》、 　　 《时尚娇点》、 《SO COOL》、 《Men's Health时尚健康（男士版）》等等 K-GOLD 世界黄金协会07年度平面广告 　　 NOKIA 诺基亚6500新品发布会推广大使 　　 Fairwhale 马克华菲“激战之星”形象大使 　　 Shu Uemura 植村秀07春季彩妆产品平面广告 　　 CANON 佳能 数码相机平面广告 　　 MAYBELLINE 美宝莲 幻彩唇膏和纤细睫毛膏平面广告 　　 Nestle 雀巢 “原叶”调味茶饮料形象大使 　　 LONGINES 浪琴手表平面广告 　　 TISSOT 天梭手表平面广告 　　 SUPERBRAND MALL正大广场2007圣诞节圣诞树亮灯大使,1
7,1,4,O158436,名人明星,5,北京,169,89,61,88,41,39,黄色,黑色,長发,《风度》、 《时尚先生》、 《GQ》、 《风尚志》、 《时尚芭莎》、 《男人装》、 《瑞丽》、 《时装》、 《型格》、 《优品》 《CICI姐妹》、 《新娘》皆为专题采访、 《女友》封面 、 《淘宝天下》封面、 《男人装》5周年新闻女郎、 台湾版《GQ》封面人物等,1
7,2,1,G78437,影视模特,5,北京,167,84,60,88,40,38,黄色,黑色,長发,,0
7,2,2,B28439,广告模特,5,北京,168,34,22,33,40,38,黄色,黑色,長发,,0
7,2,3,B28440,广告模特,5,北京,165,84,60,88,40,38,黄色,黑色,長发,代言汇源果汁真鲜橙 　 李宁服装 　　 冰研化妆品,0
7,2,4,B28442,广告模特,5,北京,165,84,60,88,40,38,黄色,黑色,長发,Friday’s猪肋排 　　 古道绿茶 　　 来一客泡面,0
7,3,1,B28443,广告模特,5,北京,168,38,24,34,40,38,黄色,黑色,長发,,1
7,3,2,A18444,时装模特,5,北京,179,84,60,88,41,39,黄色,黑色,長发,《男人装》、 《时尚芭莎》,0
7,3,3,A18445,时装模特,5,北京,181,82,60,88,40,38,黄色,黑色,長发,,0
7,3,4,A18446,时装模特,5,北京,179,84,60,90,41,39,黄色,黑色,長发,《男人志》封面、 《时尚娇点》、 《Miss》,0
7,4,1,A18448,时装模特,5,北京,177,83,57,86,41,39,黄色,黑色,長发,《L’OFFICIEL》 《VOGUE》（IN MILAN）、 《BAZAAR》、 《时尚COSMO》、 《MARIE CLAIRE》、 《FIGARO》、 《SELF》、 《VANITY FAIR》（IN MILAN）、 《RUSSIA MAGAZINE》（IN MILAN）、 《TENDENZA》（IN MILAN） 《GIOIA》（IN MILAN）、 《L’OFFICIEL VOYAGE》(PARIS)、 《ZIP》、 《WEST EAST MAGAZINE》等,0
7,4,2,A18449,时装模特,5,北京,180,82,60,88,41,39,黄色,黑色,長发,,0
7,4,3,A18450,时装模特,5,北京,180,85,62,90,41,39,黄色,黑色,長发,,0
7,4,4,A18455,时装模特,5,北京,178,88,60,89,41,39,黄色,黑色,長发,TB2时装； 宾利汽车广告宣传册 《时尚健康》、 《健康之友》、 《北京青年周刊》、 《精品》、 《全体育》、 《时装》、 《时尚装苑》、 《数字生活》、 《东方模特》、 《总裁》、 《中国服装》、 《时尚》、 《生活速递》、 《风格》、 《新京报》、 《宾利》,0
7,5,1,A18465,时装模特,5,,180,85,64,90,42,39,黄色,黑色,長发,《vogue》， 《时尚新娘》封面， 《时尚cosmo》， 《嘉人》， 《时装》， 《姐妹》， 《凤凰珠宝》， 《心理月刊》， 《大都市》， 《精品购物指南》， 《尚色》， 《第5频道》， 《新娘》， 《环球生活》,0
7,5,2,A18970,时装模特,5,北京,178,86,58,90,39,38,黄色,黑色,長发,,0
7,5,3,B29033,广告模特,5,广州,174,86,60,88,38,38,黄色,黑色,長发,,1
7,5,4,B29228,广告模特,5,楚雄,165,84,61,89,37,37,黄色,黑色,長发,,2
