Page,Row,Line,NO.,Category,Level,City,Height,Chest,Waist,Hips,Suit,Shoes,Skin,Eyes,Hair,advertisement,popularity
26,4,1,B23871,广告模特,4,广州,170,83,62,88,39,37,黄色,黑色,長发,,0
26,4,2,B23476,广告模特,4,深圳,183,103,83,97,52,42,黄色,褐色,長发,,0
26,4,3,B23501,广告模特,4,北京,174,85,61,88,40,38,黄色,黑色,長发,,0
26,4,4,B23785,广告模特,4,深圳,173,82,60,88,,,黄色,黑色,長髮,,0
26,5,1,B23828,广告模特,4,广州,170,33,23,34,39,39,黄色,黑色,長发,,0
26,5,2,B24345,广告模特,4,广州,183,98,76,96,52,43,黄色,黑色,長发,,0
26,5,3,B24398,广告模特,4,郑州,184,98,75,92,47,44,黄色,黑色,長发,,1
26,5,4,B23337,广告模特,4,香港,168,85,58,88,39,37,黄色,黑色,長发,,0
27,1,1,A13196,时装模特,4,广州,186,102,74,96,52,43,黄色,黑色,長发,,0
27,1,2,B23296,广告模特,4,深圳,170,82,60,91,14,37,黄色,黑色,長发,1 担任06年华夏时报封面女主角　　 2 拍摄凯伦休闲服饰画册　　 3 由德国导演拍摄 丰田汽车广告　　 4 拍摄eneby品牌服装画册　　 5 拍摄《数字生活》杂志（腿模）　　 6 拍摄全景视觉（家居生活）平面杂志　　 7 拍摄FCB服装画册　　 8 拍摄“美国苹果”羽绒服画册　　 9 拍摄“乐思妮”牛仔裤服饰画册　　 10 拍摄套装棉衣画册　　 11 拍摄平面杂志《金典》(珠宝服饰) 　　 12 拍摄“热血江湖”网络宣传海报　　 13 拍摄《伊利牛奶》迎奥运宣传海报　　 14 拍摄曼蒂影楼平面拍摄　　 15 拍摄联想电脑平面广告　　 16 与罗中旭拍摄数字生活杂志　　 7 拍摄林肯公园宣传样片,0
27,1,3,B23103,广告模特,4,广州,172,84,62,89,37,37,黄色,黑色,長发,"平面:曾与范冰冰一起拍摄嘉莉诗睡衣平面, 与孙俪拍摄润洁滴眼液影视广告， 担任过王老吉，宝洁公司,美的，立白，中国平安保险公司，安利公司，古·摄影婚纱公司，红豆情家居衣，中信STYLE 杂志 及其他一些品牌的平面等等 影视:曾参与拍摄王老吉影视广告,珠江台现在热播的美神床垫影视，贝因美奶粉影视，小洋人酸酸乳,新港床垫,深圳卫生局以及其他一些品牌影视广告.",1
27,1,4,B23110,广告模特,4,北京,171,83,61,88,38,38,黄色,黑色,長发,,0
27,2,1,B22938,时装模特,4,重庆,166,88,68,89,37,39,黄色,黑色,長发,,0
27,2,2,A11969,时装模特,4,广州,174,85,59,86,41,38,黄色,棕色,長发,,0
27,2,3,A11282,时装模特,4,武汉,177,84,60,89,43,39,黄色,黑色,長发,,0
27,2,4,A11426,时装模特,4,珠海,186,100,77,96,45,43,黄色,黑色,中发,,0
27,3,1,A12375,时装模特,4,深圳,186,100,76,94,52,43,黄色,黑色,長发,,0
27,3,2,L122499,日韩港台,4,台湾,178,86,60,88,0,39,黄色,黑色,長发,,0
27,3,3,L122500,日韩港台,4,台湾,181,86,61,88,0,40,黄色,黑色,長发,,0
27,3,4,B22725,广告模特,4,深圳,170,83,62,89,39,39,黄色,棕色,長发,服饰作品： 金苑服饰、 班尼奴 、衣派、棋丽、拓谷、第一时间牛仔、吸引力、晴初雨等 杂志作品：《汽车杂志》《车达人》《POCO》《1626》《服饰与化妆品》《美眉》《COCO》《VIVI》《潇洒》等 其他作品：九龙珠宝、头彩发饰、 皮尔卡丹护肤品、卡兰姿化妆品等,0
27,4,1,B22743,广告模特,4,广州,162,85,58,85,39,36,黄色,黑色,長发,,0
27,4,2,A12749,时装模特,4,广州,183,100,76,98,46,43,黄色,黑色,短发,,0
27,4,3,A12463,时装模特,4,广州,183,101,79,98,50,43,黄色,黑色,長发,"中国石油BP、浪姿服饰(与陈法蓉)、安利保健品、艾美特风扇、PRINCE运动服、天朗世家服饰,创雅诺内衣。",0
27,4,4,A11166,时装模特,4,广州,189,102,79,92,52,43,黄色,黑色,中发,,0
27,5,2,J10741,日韩港台,3,香港,183,38,30,36,0,0,黄色,黑色,長发,,0
27,5,3,J10748,日韩港台,3,香港,183,38,32,37,0,43,黄色,褐色,長发,,0
27,5,4,J10749,日韩港台,3,香港,181,98,74,94,0,42,黄色,黑色,長发,,0
28,1,1,J10750,日韩港台,3,香港,174,40,32,39,0,0,黄色,棕色,長发,,0
28,1,2,J10751,日韩港台,3,香港,192,93,77,97,0,44,黄色,棕色,長发,,0
28,1,3,J10752,日韩港台,3,香港,186,101,84,97,0,0,黄色,褐色,長发,,0
28,1,4,J10760,日韩港台,3,香港,186,93,75,92,0,43,黄色,黑色,長发,,0
28,2,1,J10761,日韩港台,3,香港,181,97,75,97,0,43,黄色,深啡,長发,,0
28,2,2,J10769,日韩港台,3,香港,183,99,87,98,0,43,黄色,深啡,長发,,0
28,2,4,J10719,日韩港台,3,香港,186,100,85,98,0,0,黄色,黑色,長发,,0
28,3,2,B21176,广告模特,3,洛阳,172,83,60,87,0,37,黄色,黑色,長发,,0
28,3,3,A11215,时装模特,3,广州,182,98,76,96,50,43,黄色,黑色,中发,,0
28,3,4,J10716,日韩港台,3,香港,183,102,78,95,0,0,黄色,褐色,長发,,0
28,4,1,J10755,日韩港台,3,香港,186,105,83,105,0,0,黄色,深啡,長发,,0
28,4,2,J10756,日韩港台,3,香港,181,97,77,94,0,0,黄色,黑色,長发,,0
28,4,4,J10758,日韩港台,3,香港,181,105,82,102,0,0,黄色,黑色,長发,,0
28,5,1,J10780,日韩港台,3,香港,189,100,72,97,0,44,黄色,黑色,長发,,0
28,5,2,J10790,日韩港台,3,香港,186,97,79,94,0,42,黄色,褐色,長发,,0
28,5,3,B22904,广告模特,3,深圳,187,98,79,96,48,43,黄色,黑色,中发,,0
28,5,4,B22922,广告模特,3,杭州,171,83,62,86,40,38,黄色,黑色,長发,,0
29,1,1,A12777,时装模特,3,深圳,176,85,62,88,39,37,黄色,黑色,長发,,0
29,1,2,L122502,日韩港台,3,台湾,173,84,60,89,0,39,黄色,黑色,長发,,0
29,1,3,L122518,日韩港台,3,台湾,181,86,64,89,0,40,黄色,黑色,長发,,0
29,1,4,L122523,日韩港台,3,台湾,174,83,60,89,0,39,黄色,黑色,長发,,0
29,2,1,L122525,日韩港台,3,台湾,178,83,64,90,0,39,黄色,黑色,長发,,0
29,2,2,A12532,时装模特,3,广州,189,103,75,96,53,43,黄色,黑色,中发,,0
29,2,3,A11431,时装模特,3,广州,179,84,62,90,0,39,黄色,黑色,長发,,0
29,2,4,B21299,广告模特,3,广州,174,86,63,90,42,39,黄色,黑色,曲发,"""美乐斯丹""牛仔裤08春季服饰 ""蒙莱纱""牛仔裤08春季服饰 韩国""C&B""牛仔裤08夏季服饰 香港“韵魅”珠宝广告 香港多家珠宝首饰画册平面模特 ""乐邦""休闲女装08春夏服饰 ""异乡人""休闲服饰09春夏服饰 ""月芽儿""09款女鞋平面 ""文诗特""牛仔裤09秋冬服饰 黑人牙膏“miss smile行动”宣传册 “中国电信”宣传广告 ""巴特浓""09秋冬画册 “依贝拉”2010春夏画册 “Kawasakl川崎专业羽毛球”2010春夏画册 香港伊轩集团“衣密语” “诗薇达”2010春夏服装平面 ""樱画视觉""婚纱 ""名人""婚纱 顺德""天长地久""婚纱 《优越生活》 《美眉》 《城市画报》 《1626》 《万家科学》 《Sky Life》 《ISEE》 《少男少女》 《6周刊》 《羊城晚报》 《可乐生活》 佛山《生活无限》 《珠江时报》 网络杂志《游戏电子》 淘宝网 衣联网 拍拍网",0
29,3,1,A11300,时装模特,3,珠海,189,102,72,95,50,43,黄色,黑色,短发,,0
29,3,2,A11378,时装模特,3,杭州,177,83,60,87,41,39,黄色,黑色,長发,,0
29,3,3,A11381,时装模特,3,深圳,175,84,62,90,0,38,黄色,黑色,長发,,0
29,3,4,A11382,时装模特,3,深圳,187,100,75,95,52,44,黄色,黑色,短发,,0
29,4,1,B21412,广告模特,3,广州,172,79,63,88,41,39,黄色,棕色,中发,,0
29,4,2,B21421,广告模特,3,上海,174,89,62,92,0,38,黄色,黑色,長发,,0
29,4,3,A12169,时装模特,3,香港,174,85,61,87,38,39,黄色,棕色,長发,,0
29,4,4,J10812,日韩港台,3,香港,183,101,81,99,0,43,黄色,黑色,長发,,0
29,5,1,J10905,日韩港台,3,香港,189,100,70,92,0,43,黄色,黑色,長发,,0
29,5,2,B22949,广告模特,3,沈阳,165,25,21,20,11,37,黄色,黑色,中发,,0
29,5,3,A12951,时装模特,3,深圳,175,84,62,89,38,38,黄色,黑色,長发,,0
29,5,4,B22980,广告模特,3,广州,168,82,60,86,0,36,黄色,黑色,曲发,,0
30,1,1,B23031,广告模特,3,北京,176,84,59,84,0,38,黄色,黑色,長发,,0
30,1,2,B23051,广告模特,3,自贡,163,83,61,85,42,36,黄色,黑色,長发,,0
30,1,3,B23193,广告模特,3,上海,175,84,60,90,40,39,黄色,黑色,長发,,0
30,1,4,B23105,广告模特,3,广州,162,80,60,83,38,35,黄色,黑色,長发,,0
30,2,1,B22993,广告模特,3,深圳,165,83,60,88,36,37,黄色,黑色,曲发,深圳奥柔拉珠宝公司平面广告 美欣宜化妆品平面广告 广州姿柏内衣画册/平面广告以及网站宣传 迪拜外资公司家居产品画册拍摄 君宝服饰孕妇内衣/束身内衣代言http://www.junbao.net.cn/（长期客户） 香港Friday杂志特约模特 曼城印象婚纱样片平面广告 广州某品牌孕妇装平面广告/画册 3V婚紗攝影公司樣板模特（长期客户） VEEKO服裝拍摄 BODY STYLE（布迪内衣）内衣品牌平面广告 国际发型大师郑国发型杂志平面拍摄 神舟电脑优雅系列产品发布会走秀模特/画册专用模特 深圳第九印象前卫婚纱平面广告 巴黎春天婚纱平面广告 台德（TDE）上网本电脑平面广告 步步高电话机平面广告 PRADA/DIOR/CHANEL/MIUMIU网店代理服装平面 色色婚纱平面广告样片 沐圆合文化传播公司画册形象代言 香港B&H健康消毒产品平面广告 深圳拉阔视觉婚纱样片 曼妮诗内衣平面画册 雪利丝内衣平面画册 深圳国际米兰婚纱摄影样片模特(长期合作）,0
30,2,2,B23064,广告模特,3,珠海,170,83,60,87,38,37,黄色,黑色,長发,,0
30,2,3,B23076,广告模特,3,广州,173,84,62,90,0,0,黄色,黑色,長发,,0
30,2,4,B23080,广告模特,3,深圳,174,82,62,88,37,37,黄色,黑色,長发,1、2007年~2009年欧莎世家服饰有限公司长期合作平面模特。 2、2008年8月在深圳世纪佳人摄影机构任平面画册摄影模特。 3、三年淘宝网拍模特经验。,0
30,3,1,B23301,广告模特,3,北京,168,84,63,89,36,37,黄色,黑色,長发,,0
30,3,2,B23313,广告模特,3,广州,164,80,60,85,0,37,黄色,黑色,長发,,0
30,3,3,C33314,内衣模特,3,上海,163,80,58,84,35,35,白色,黑色,長发,,0
30,3,4,B213,广告模特,3,深圳,161,84,60,92,38,37,黄色,黑色,短发,,0
30,4,1,B23288,广告模特,3,齐齐哈尔,175,82,63,86,,,黄色,黑色,長发,,0
30,4,2,B23347,广告模特,3,广州,168,84,60,86,0,0,黄色,黑色,長发,,0
30,4,3,B23356,广告模特,3,珠海,185,102,85,100,52,43,黄色,黑色,中发,,0
30,4,4,B23369,广告模特,3,景德镇,171,80,60,88,40,38,黄色,黑色,長发,,0
30,5,1,N143375,网拍模特,3,武汉,166,85,60,86,36,35,黄色,黑色,直发,,0
30,5,2,B24368,广告模特,3,北京,160,80,57,85,0,35,黄色,黑色,長发,,0
30,5,3,B24389,广告模特,3,广州,176,90,70,90,46,40,黄色,黑色,長发,,0
30,5,4,B24347,广告模特,3,深圳,178,95,75,88,0,0,黄色,黑色,中发,,0
31,1,1,B24348,广告模特,3,广州,165,82,60,89,0,0,黄色,黑色,長发,,0
31,1,2,B24362,广告模特,3,广州,187,105,89,106,46,44,黄色,黑色,長发,,0
31,1,3,G74717,影视模特,3,广州,179,96,82,95,50,43,黄色,深啡,曲发,,0
31,1,4,G74727,影视模特,3,上海,170,80,54,84,39,37,白色,褐色,長发,,0
31,2,1,G74749,影视模特,3,深圳,174,90,70,90,51,41,黄色,黑色,長发,,0
31,2,2,B24781,广告模特,3,广州,183,98,78,96,50,43,白色,棕色,長发,,0
31,2,3,G74823,影视模特,3,南京,186,102,75,94,53,44,黄色,黑色,長发,,0
31,2,4,B24861,广告模特,3,齐齐哈尔,177,86,66,90,0,39,黄色,黑色,長发,,0
31,3,1,G74862,影视模特,3,北京,160,84,60,86,1,37,黄色,黑色,長发,,0
31,3,2,L124868,日韩港台,3,境外,176,91,78,93,46,42,黄色,棕色,中发,,0
31,3,3,L124869,日韩港台,3,香港,181,85,62,90,55,40,黄色,黑色,长发,,1
31,3,4,L124871,日韩港台,3,香港,174,83,61,85,43,38,黄色,黑色,长发,,0
31,4,1,L124875,日韩港台,3,香港,178,84,64,90,40,38,黄色,黑色,长发,,0
31,4,2,L124876,日韩港台,3,香港,174,84,61,87,,37,黄色,黑色,短发,,0
31,4,3,A13858,时装模特,3,深圳,186,103,80,105,53,44,黄色,黑色,長发,,0
31,4,4,B23630,广告模特,3,深圳,186,84,74,94,48,44,黄色,黑色,短发,,0
31,5,1,B23904,广告模特,3,广州,186,104,77,98,52,43,黄色,黑色,長发,,0
31,5,2,B23908,广告模特,3,广州,181,98,78,92,50,42,黄色,棕色,長发,厦门威达男装/伊素服饰/运星男装/法丹奴男装/天帝少年男装/法勃尔男装/雷牛男装/左狮龙男装/雷雕服饰/泰可以服装/REHITO/浙江万洋皮鞋/中国移动/波导手机/21CN/爱念族银饰/中国电信/龙腾卡机场VIP/易网通/《嘿！眼圈》平面\中国大酒店平面\等等 杂志 《YOHO潮流杂志》 《南风》 《1626潮流杂志》 《城市画报》 《花溪》 《旅游城市》,0
31,5,3,B23934,广告模特,3,香港,186,96,73,89,52,45,黄色,黑色,長发,,0
31,5,4,B24085,广告模特,3,香港,173,85,64,90,,,黄色,黑色,長髮,,0
32,1,1,B24340,广告模特,3,深圳,183,97,75,95,46,44,黄色,黑色,長发,韩国FEEL100冬装平面广告(平面) 幻城 dream city杂志及其网络杂志模特（平面） 羊城晚报可乐生活联合出版“City密语”圣诞专题模特（平面） 广州日报时尚美容版特约模特（平面） 07三星数码相机外拍模特(平面) 08中国移动（广州）平面广告（平面） 08中国移动（广州）大众卡平面广告（手模平面） 广之旅封开景区宣传广告特辑（平面） BS2B小魔鱼09秋冬服装平面（平面） <心灵密码>服饰第二期平面（平面） 广州吉之岛形象模特（平面） 某成熟毛衣平面（平面） CBA运动服饰2010夏季画册（平面） 新世纪婚礼摄影婚纱画册宣传样片（平面） 2010宾宝服装春夏服装画册（平面） 2010Holiday mood男装(平面),0
32,1,2,B23398,广告模特,3,广州,186,93,78,95,48,43,黄色,黑色,中发,,0
32,1,3,G74705,影视模特,3,珠海,177,90,71,90,37,43,黄色,黑色,中发,,0
32,1,4,L124878,日韩港台,3,香港,170,81,64,88,,38,黄色,黑色,短发,,0
32,2,1,L124879,日韩港台,3,香港,160,81,63,84,,37,黄色,黑色,中发,,0
32,2,2,L124881,日韩港台,3,香港,167,78,59,86,,37,黄色,黑色,短发,,0
32,2,3,L124882,日韩港台,3,香港,174,83,62,86,,38,黄色,黑色,长发,,0
32,2,4,L124883,日韩港台,3,香港,181,78,60,90,42,40,黄色,黑色,短发,,0
32,3,1,L124884,日韩港台,3,香港,178,83,62,89,,39,黄色,黑色,长发,,0
32,3,2,L124937,日韩港台,3,境外,173,84,61,87,,39,黄色,棕色,长发,,0
32,3,3,L124938,日韩港台,3,境外,174,86,61,88,,39,黄色,黑色,长发,,0
32,3,4,L124939,日韩港台,3,境外,170,84,61,86,,38,黄色,棕色,长发,,0
32,4,1,L124940,日韩港台,3,境外,174,86,64,89,38,36,黄色,黑色,长发,,0
32,4,2,L124941,日韩港台,3,境外,170,84,61,86,40,36,黄色,棕色,长发,,0
32,4,3,L124942,日韩港台,3,境外,178,82,61,84,38,38,黄色,黑色,长发,,0
32,4,4,L124943,日韩港台,3,境外,165,86,59,84,,,黄色,蓝色,长发,,0
32,5,1,L124945,日韩港台,3,境外,170,84,61,86,,37,黄色,黑色,短发,,0
32,5,2,L124946,日韩港台,3,境外,174,84,61,89,38,38,黄色,棕色,长发,,0
32,5,3,L124947,日韩港台,3,境外,167,84,60,87,,38,黄色,黑色,长发,,0
32,5,4,L124950,日韩港台,3,境外,173,84,61,86,38,38,黄色,棕色,長髮,,0
33,1,1,L124951,日韩港台,3,境外,174,85,62,90,,39,黄色,黑色,長髮,,0
33,1,2,L124952,日韩港台,3,境外,174,81,61,86,38,40,黄色,黑色,長髮,,0
33,1,3,L124953,日韩港台,3,境外,170,84,61,89,,,黄色,棕色,長髮,,0
33,1,4,L124954,日韩港台,3,境外,162,81,57,84,,36,黄色,棕色,長髮,,0
33,2,1,L124955,日韩港台,3,境外,173,81,61,86,,37,黄色,棕色,短髮,,0
33,2,2,L124956,日韩港台,3,境外,183,99,79,96,0,43,黄色,黑色,長发,,0
33,2,3,L124958,日韩港台,3,境外,165,83,61,86,,36,黄色,棕色,長髮,,0
33,2,4,L124959,日韩港台,3,境外,173,84,63,88,,39,黄色,棕色,長髮,,0
33,3,1,L124961,日韩港台,3,境外,170,82,59,84,,37,黄色,棕色,長髮,,0
33,3,2,L124962,日韩港台,3,境外,173,82,59,86,,38,黄色,棕色,長髮,,0
33,3,3,L124963,日韩港台,3,境外,174,79,59,86,,39,黄色,棕色,長髮,,0
33,3,4,L124964,日韩港台,3,境外,178,84,64,91,,40,黄色,棕色,長髮,,0
33,4,1,L124965,日韩港台,3,境外,173,82,64,87,,38,黄色,棕色,長髮,,0
33,4,2,L124966,日韩港台,3,境外,174,82,59,90,,39,黄色,黑色,長髮,,0
33,4,3,L124969,日韩港台,3,境外,162,84,61,85,,37,黄色,黑色,長髮,,0
33,4,4,L124970,日韩港台,3,境外,170,82,62,85,,38,黄色,棕色,長髮,,0
33,5,1,L124971,日韩港台,3,境外,170,82,64,89,,36,黄色,棕色,中髮,,0
33,5,2,L124972,日韩港台,3,境外,170,84,61,89,,37,黄色,棕色,長髮,,0
33,5,3,L124973,日韩港台,3,境外,173,82,63,89,,39,黄色,棕色,長髮,,0
33,5,4,L124974,日韩港台,3,境外,173,82,59,84,,37,黄色,棕色,長髮,,0
34,1,1,L124975,日韩港台,3,境外,174,82,61,86,,39,黄色,棕色,長髮,,0
34,1,2,L124976,日韩港台,3,境外,170,82,63,89,,,黄色,棕色,長髮,,0
34,1,3,L124978,日韩港台,3,境外,183,92,77,90,45,43,黄色,黑色,長发,,0
34,1,4,L124979,日韩港台,3,境外,186,97,79,95,45,43,白色,黑色,長发,,0
34,2,1,L124980,日韩港台,3,境外,174,82,59,90,,,黄色,黑色,短髮,,0
34,2,2,L124982,日韩港台,3,境外,174,81,59,87,,,黄色,黑色,長髮,,0
34,2,3,L124983,日韩港台,3,境外,174,82,62,88,,,黄色,棕色,長髮,,0
34,2,4,L124985,日韩港台,3,境外,186,94,74,94,45,43,黄色,黑色,長发,,0
34,3,1,L124986,日韩港台,3,境外,178,92,77,93,45,43,黄色,黑色,長发,,0
34,3,2,L124988,日韩港台,3,境外,170,81,58,83,,,黄色,棕色,長髮,,0
34,3,3,L124990,日韩港台,3,境外,178,80,62,89,,,黄色,淺啡,長髮,,0
34,3,4,L124991,日韩港台,3,境外,170,81,61,89,,39,黄色,棕色,長髮,,0
34,4,1,L124992,日韩港台,3,境外,170,83,63,86,,38,黄色,黑色,長髮,,0
34,4,2,L124993,日韩港台,3,境外,167,78,58,85,,24,黄色,棕色,中髮,,0
34,4,3,L124994,日韩港台,3,境外,170,84,64,87,,40,黄色,棕色,長髮,,0
34,4,4,L124995,日韩港台,3,境外,173,89,65,89,,41,黄色,淺啡,長髮,,0
34,5,1,L124996,日韩港台,3,境外,174,85,64,93,,,黄色,棕色,長髮,,0
34,5,2,L125000,日韩港台,3,境外,183,99,81,96,45,43,黄色,棕色,長发,,0
34,5,3,L125001,日韩港台,3,境外,183,91,76,91,45,43,黄色,褐色,長发,,0
34,5,4,L125002,日韩港台,3,境外,160,80,59,86,,,黄色,褐色,長髮,,0
35,1,1,L125004,日韩港台,3,境外,178,84,61,88,,40,黄色,棕色,長髮,,0
35,1,2,L125005,日韩港台,3,境外,170,81,60,86,,38,黄色,黑色,長髮,,0
35,1,3,L125007,日韩港台,3,境外,174,85,58,90,,39,黄色,黑色,長髮,,0
35,1,4,L125008,日韩港台,3,境外,174,80,60,83,41,40,黄色,黑色,長髮,,0
35,2,1,L125009,日韩港台,3,境外,170,81,61,84,,,黄色,黑色,長髮,,0
35,2,2,L125010,日韩港台,3,境外,183,89,76,91,46,44,黄色,深啡,長发,,0
35,2,3,L125011,日韩港台,3,境外,186,95,75,100,43,43,黄色,黑色,長发,,0
35,2,4,L125012,日韩港台,3,境外,186,96,78,94,54,44,黄色,黑色,長发,,0
35,3,1,L125013,日韩港台,3,境外,174,83,63,85,40,39,黄色,褐色,長髮,,0
35,3,2,L125016,日韩港台,3,境外,189,98,81,96,52,45,黄色,黑色,長发,,0
35,3,3,L125017,日韩港台,3,境外,170,-1,61,86,,38,黄色,黑色,長髮,,0
35,3,4,L125019,日韩港台,3,境外,181,97,75,97,48,43,黄色,黑色,長发,,0
35,4,1,L125020,日韩港台,3,境外,174,82,59,87,,,黄色,黑色,長髮,,0
35,4,2,L125023,日韩港台,3,境外,174,86,63,89,42,37,黄色,黑色,長发,,0
35,4,3,L125024,日韩港台,3,境外,186,96,77,96,44,43,黄色,黑色,長发,,0
35,4,4,L125025,日韩港台,3,境外,183,96,76,94,51,43,黄色,黑色,長发,,0
35,5,1,L125026,日韩港台,3,境外,174,83,60,88,,,黄色,棕色,長髮,,0
35,5,2,L125028,日韩港台,3,境外,174,81,60,88,,,黄色,黑色,長髮,,0
35,5,3,L125032,日韩港台,3,境外,183,94,73,94,51,43,黄色,黑色,長发,,0
35,5,4,L125033,日韩港台,3,境外,181,98,76,94,51,43,黄色,深啡,長发,,0
36,1,1,L125034,日韩港台,3,境外,186,100,78,99,51,43,黄色,黑色,長发,,0
36,1,2,L125035,日韩港台,3,境外,183,96,76,91,51,43,黄色,黑色,長发,,0
36,1,3,L125036,日韩港台,3,境外,174,81,63,88,,,黄色,黑色,長髮,,0
36,1,4,L125037,日韩港台,3,境外,170,83,60,86,,38,黄色,黑色,長髮,,0
36,2,1,L125038,日韩港台,3,境外,167,81,60,86,,39,黄色,黑色,長髮,,0
36,2,2,L125039,日韩港台,3,境外,170,81,61,89,,,黄色,黑色,長髮,,0
36,2,3,L125040,日韩港台,3,境外,178,83,61,89,,,黄色,黑色,長髮,,0
36,2,4,L125041,日韩港台,3,境外,160,81,61,83,,,黄色,黑色,長髮,,0
36,3,1,L125042,日韩港台,3,境外,173,81,58,86,,,黄色,黑色,長髮,,0
36,3,2,L125043,日韩港台,3,境外,174,83,63,88,,,黄色,黑色,長髮,,0
36,3,3,L125052,日韩港台,3,台湾,183,104,84,99,51,43,黄色,深啡,長发,,0
36,3,4,L125053,日韩港台,3,香港,181,82,64,89,,,黄色,深啡,長髮,,0
36,4,1,B25591,广告模特,3,广州,173,84,60,87,40,38,黄色,黑色,中发,,0
36,4,2,B25649,广告模特,3,广州,175,90,76,90,0,42,黄色,黑色,短发,,0
36,4,3,L124886,日韩港台,3,香港,170,83,64,92,,39,黄色,黑色,长发,,0
36,4,4,L124887,日韩港台,3,香港,170,86,61,87,,36,黄色,黑色,长发,,0
36,5,1,L124888,日韩港台,3,香港,181,84,61,92,,40,黄色,黑色,短发,,0
36,5,2,L125055,日韩港台,3,台湾,167,82,59,86,,,黄色,深啡,長髮,,0
36,5,3,L125056,日韩港台,3,香港,174,84,64,89,,38,黄色,深啡,長髮,,0
36,5,4,L125057,日韩港台,3,香港,174,84,63,89,,,黄色,深啡,長髮,,0
37,1,1,L125058,日韩港台,3,香港,183,96,76,94,46,44,黄色,棕色,長发,,0
37,1,2,L125059,日韩港台,3,香港,170,80,59,85,,,黄色,棕色,中髮,,0
37,1,3,L125060,日韩港台,3,香港,165,84,62,90,,,黄色,深啡,長髮,,0
37,1,4,L125061,日韩港台,3,香港,178,84,62,89,,,黄色,深啡,長髮,,0
37,2,1,L125062,日韩港台,3,香港,174,84,59,87,,,黄色,棕色,長髮,,0
37,2,2,L125063,日韩港台,3,香港,178,84,64,89,,,黄色,棕色,長髮,,0
37,2,3,L125065,日韩港台,3,香港,189,97,94,111,47,43,黄色,棕色,長发,,0
37,2,4,L125066,日韩港台,3,香港,170,81,61,86,,,黄色,棕色,長髮,,0
37,3,1,L125067,日韩港台,3,香港,181,84,60,90,,,黄色,棕色,長髮,,0
37,3,2,L125068,日韩港台,3,香港,165,81,61,89,,,黄色,黑色,長髮,,0
37,3,3,B25093,广告模特,3,大连,170,85,55,85,0,37,白色,黑色,長发,,0
37,3,4,B25783,广告模特,3,广州,170,86,60,89,41,37,黄色,黑色,短发,,0
37,4,1,A15791,时装模特,3,广州,185,85,65,89,41,42,黄色,黑色,短发,《vivi》、《南方都市报》、《信息时报》、《1626》..... 中国移动亚运宣传平面； 本田汽车网络宣传平面； 韩国路子服饰平面画册； 依特休闲服平面； 本田雅阁平面内页； 天长地久婚纱平面； 罗门婚纱平面； 金夫人婚纱平面； 圣罗兰婚纱；,0
37,4,2,B25673,广告模特,3,深圳,166,82,60,84,33,37,黄色,黑色,長发,,0
37,4,3,B25775,广告模特,3,广州,172,81,58,81,0,38,白色,褐色,長发,,0
37,4,4,B25844,广告模特,3,上海,173,84,60,84,38,37,黄色,黑色,長发,,0
37,5,1,B25827,广告模特,3,武汉,173,87,59,88,41,39,黄色,黑色,短发,,0
37,5,2,A15797,时装模特,3,深圳,176,86,62,90,38,37,黄色,黑色,長发,,0
37,5,3,A15915,时装模特,3,广州,170,83,61,88,42,37,黄色,黑色,長发,"HILLDREN服装平面； 休閒服飾平面； 淑女裝服裝平面； 曾与香港某雜誌媒體合作,拍摄欧洲品牌泳装; 缘梦国际婚纱摄影专用模特； 雅蘭國際健康美容集團，專用妝容展示模特； 为《可乐生活》品牌COLOUR PIE担任形象代言人， 在潮楼，流行前线，地王广场等地都曾张贴我的平面。 曾为广东电视台智力才艺百分百节目和其他电视台担任过服装模特。 長期合作于衣聯網服裝公司擔任專用服裝模特； 行政裝白領服飾平面； 香港Koocon古崇夏季T-SHIRT服裝平面； 香港Koocon古崇秋冬季服裝平面; Koocon古崇牛仔系列; 水晶首飾平面； 天姿珠寶飾品平面； ADIDAS運動服裝平面； KAPPA休閒運動服平面； puma運動服平面; C&K冬装服饰平面； KAPPA冬装休闲服平面； 品牌温沙比坚尼平面； NIKE春季运动装平面； 休闲服画册平面； 家居内衣平面拍摄； 09FREEBIRD休闲裤平面； 外贸服装平面； 09温莎泳装品牌长隆宣传平面； 09上海品牌内衣ROCOANNE平面； 09品牌内裤LOOKSEE平面； 10年NONO服饰品牌平面； 潮爆电子网络杂志封面； 博士龙军装平面画册； Q之一族2010秋冬服装平面； 《6周刊》、 雜志《MODELWAY》、 《可樂生活》、 《南方都市報》、 《東莞信息時報》、 《廣州聲屏報》、 《潮爆》",0
37,5,4,B25873,广告模特,3,深圳,170,82,63,91,90,38,黄色,黑色,長发,,0
38,1,1,A15890,时装模特,3,上海,171,85,63,88,40,36,黄色,深啡,短发,,0
38,1,2,A15999,时装模特,3,上海,176,84,60,88,39,38,黄色,黑色,長发,,0
38,1,3,B26000,广告模特,3,上海,170,83,60,88,38,37,黄色,黑色,長发,,0
38,1,4,B26001,广告模特,3,广州,169,84,61,86,38,37,黄色,黑色,長发,,0
38,2,1,B26003,广告模特,3,广州,166,82,62,85,40,37,黄色,深啡,長发,,0
38,2,2,D46008,礼仪模特,3,上海,169,84,61,86,38,37,黄色,黑色,長发,,3
