0,1,2,3,聚类类别
-25.871108808037174,-5.211859879544946,2.3293308746616797,-4.360264413420228,1
2.608550435615334,3.3600338870793784,-3.5189032686260826,-0.040496299606924156,8
1.8248434296969434,2.672347476397428,-0.8796475697039713,-1.3107739282355095,8
6.545790170133543,0.40158346341401036,-0.24188938756222564,-0.38092166859178017,0
-24.964330248292498,4.1159699276972335,-2.3313021475551863,2.7117251582965203,1
-20.741460218320988,3.716955151189466,-0.6378819550355471,2.9223555641926966,1
-25.963922909353364,4.127153410312894,-2.120154378579693,4.969336239486123,1
5.524126467483751,-0.11251375934157551,-2.776616664931749,-2.713056901056693,0
4.206218550263955,-0.8378333247211834,-2.7970835647009182,-1.5828744074987686,8
-20.651491103329843,1.2456476354195554,0.6247193337456904,3.7618487883398717,1
12.80104749759059,-5.079990489196054,3.5992865301994033,2.479912900009502,3
-15.584067851473778,-2.605520547469616,3.6744774659574366,4.33738206299354,5
4.534835530243856,-2.2402211456964434,-1.4920407535118887,0.5690684464433501,4
2.5118471907216757,2.451326103450803,-3.685508736085077,0.5644766826378557,8
3.8613611355705295,2.564612173351786,-1.9632570465655306,-2.1060325282564976,8
5.628094318020623,2.6470195268244634,-4.186645934429234,-2.892211183301925,0
5.826378821774779,2.8922400776275095,-3.6935340069448777,-3.9115495187038416,0
4.408947671321649,0.23010000747758194,-2.6587641432697335,-1.0093041237897966,8
5.250563615554407,0.9461725028326072,-5.107385171371139,1.6326046906319684,8
6.587636206580011,2.698220337060901,-1.1997867274993124,-1.335211688077426,0
2.6163247646148258,3.1744218998703535,-4.4316652508074155,-0.15488243892954145,8
4.57967219001112,3.648949555337204,-2.298720413234091,-1.4519894734474101,0
5.656526048788251,3.073042945396891,-1.7880968303783717,-1.397935225242272,0
9.41976712722959,-2.444709642305484,2.9805337233429943,-1.1367740811485982,3
7.194518427386851,4.697275715878018,-3.5650028684274457,-0.28312879073121905,0
3.2189391437942576,2.016401750222849,-2.629609628997345,1.391485021484251,8
3.0701779264086615,3.016488084868867,-3.998048464346345,-1.9304386983368456,8
4.229296757175415,5.4121401077849205,-3.6023016999392876,-2.0472800994330838,8
2.906888648343524,4.012885145791722,-4.561667020220275,-0.9616126299734572,8
5.451894316937916,4.635149496240283,-3.1693646371069075,-2.0018951401876532,0
-0.8864690333628116,3.8454825199134146,-4.28169386406361,-2.63225835843873,8
5.059672847655742,4.101703175041108,-3.5150485838750174,-1.6428957466876806,0
2.00260634473995,5.526378805331628,-4.762989414307992,0.12043099841278987,8
1.4261248497218906,1.8890548434851424,-4.6310589772438355,-0.26490505807539017,8
1.5298349286647068,1.0111714490803414,-0.39485329423793913,-2.0969523563024826,8
4.930971141088868,0.6451277537594736,-1.0205103971627145,-0.06730723433723773,0
5.548412315161039,-2.426595372575536,-0.7918880647898825,-3.1308087233800803,4
6.889724066584924,-1.760230785528944,-1.050344635063794,-0.647155160958551,0
-0.8337164663082582,-2.164408011256134,-6.533573356933945,2.8116884061461054,8
3.1809264017050123,1.573786471538643,-4.005228355980112,-1.888595720258025,8
6.378395363140024,-4.025590853050357,-1.1599025937260294,-1.6455310773676726,4
7.106967787239633,-2.3966779944546333,-0.4813636715693463,0.35443394050809707,4
